LabVIEW Measurement,,,,,,,,
Writer_Version,2,,,,,,,
Reader_Version,2,,,,,,,
Separator,Comma,,,,,,,
Decimal_Separator,.,,,,,,,
Multi_Headings,No,,,,,,,
X_Columns,One,,,,,,,
Time_Pref,Absolute,,,,,,,
Operator,Kagawa-unit,,,,,,,
Date,2019/4/10,,,,,,,
Time,25:28.7,,,,,,,
***End_of_Header***,,,,,,,,
,,,,,,,,
Channels,6,,,,,,,
Samples,1,1,1,1,1,,1,
Date,2019/4/10,2019/4/10,2019/4/10,2019/4/10,2019/4/10,,2019/4/10,
Time,25:28.7,25:32.5,25:29.8,25:28.9,25:29.9,,25:29.8,
X_Dimension,Time,Time,Time,Time,Time,,Time,
X0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,0.00E+00,
Delta_X,1,1,1,1,1,,1,
***End_of_Header***,,,,,,,,
X_Value,Untitled,Untitled 1,Untitled 2,Untitled 3,Untitled 4,,Untitled 5,Comment
151.800716,-0.5,-0.499147,-1.155964,-0.000199,-4.43E-06,-4.43E+00,5803.379421,
155.602874,-0.5,-0.499147,-1.056145,-0.000199,-3.52E-06,-3.52E+00,5304.967871,
159.398785,-0.5,-0.499147,-0.956331,-0.000199,-2.74E-06,-2.74E+00,4806.905862,
163.184913,-0.5,-0.499147,-0.856525,-0.000199,-2.08E-06,-2.08E+00,4309.933246,
167.017465,-0.5,-0.499147,-0.756726,-0.000198,-1.56E-06,-1.56E+00,3817.425884,
170.81088,-0.5,-0.499147,-0.656917,-0.000198,-1.15E-06,-1.15E+00,3319.998796,
174.612966,-0.5,-0.499147,-0.55704,-0.000198,-8.33E-07,-8.33E-01,2815.988016,
178.429177,-0.5,-0.499147,-0.457244,-0.000197,-5.50E-07,-5.50E-01,2317.222997,
182.239208,-0.5,-0.499147,-0.357454,-0.000197,-2.71E-07,-2.71E-01,1813.805386,
186.069312,-0.5,-0.499147,-0.25761,-0.000197,-2.97E-08,-2.97E-02,1310.909042,
189.887262,-0.5,-0.499147,-0.157769,-0.000196,1.40E-07,1.40E-01,805.904024,
193.700726,-0.5,-0.499147,-0.057927,-0.000195,3.12E-07,3.12E-01,297.482669,
197.512198,-0.5,-0.499147,0.041999,-0.000194,5.55E-07,5.55E-01,-216.479791,
201.338005,-0.5,-0.499147,0.141924,-0.000194,8.89E-07,8.89E-01,-732.387395,
205.488304,-0.5,-0.499147,0.241811,-0.000193,1.33E-06,1.33E+00,-1250.737193,
209.286625,-0.5,-0.499147,0.341718,-0.000193,1.89E-06,1.89E+00,-1774.425863,
213.099344,-0.5,-0.499147,0.441663,-0.000192,2.62E-06,2.62E+00,-2304.480665,
216.895213,-0.5,-0.499147,0.541571,-0.000192,3.54E-06,3.54E+00,-2824.712881,
220.715189,-0.5,-0.499147,0.641507,-0.000192,4.68E-06,4.68E+00,-3349.056918,
224.506423,-0.5,-0.499147,0.74148,-0.000191,6.13E-06,6.13E+00,-3889.005026,
228.329259,-0.5,-0.499147,0.841456,-0.00019,7.87E-06,7.87E+00,-4418.574734,
232.122788,-0.5,-0.499147,0.941459,-0.00019,9.89E-06,9.89E+00,-4943.2888,
235.942041,-0.5,-0.499147,1.041449,-0.00019,1.22E-05,1.22E+01,-5467.916785,
239.798314,-0.5,-0.499147,1.141445,-0.00019,1.47E-05,1.47E+01,-5996.536304,
243.595884,-0.5,-0.499147,1.241481,-0.00019,1.74E-05,1.74E+01,-6539.731492,
247.427682,-0.5,-0.499147,1.34153,-0.000189,2.02E-05,2.02E+01,-7086.720913,
251.229224,-0.5,-0.499147,1.441584,-0.00019,2.32E-05,2.32E+01,-7601.71597,
255.034752,-0.5,-0.499147,1.541635,-0.000189,2.62E-05,2.62E+01,-8154.265482,
258.827557,-0.5,-0.499147,1.641647,-0.000189,2.91E-05,2.91E+01,-8679.286952,
262.622052,-0.5,-0.499147,1.741634,-0.000189,3.20E-05,3.20E+01,-9216.460222,
266.426789,-0.5,-0.499147,1.841643,-0.000189,3.52E-05,3.52E+01,-9724.65785,
270.219439,-0.5,-0.499147,1.941626,-0.000189,3.81E-05,3.81E+01,-10271.4516,
274.008611,-0.5,-0.499147,2.041649,-0.000189,4.11E-05,4.11E+01,-10807.90532,
277.820374,-0.5,-0.499147,2.140691,-0.000189,4.38E-05,4.38E+01,-11319.89793,
281.647007,-0.5,-0.499147,2.239715,-0.00019,4.66E-05,4.66E+01,-11816.91403,
285.456396,-0.5,-0.499147,2.338734,-0.000189,4.92E-05,4.92E+01,-12344.12378,
289.269881,-0.5,-0.499147,2.437776,-0.00019,5.18E-05,5.18E+01,-12858.46224,
293.038184,-0.5,-0.499147,2.537148,-0.000189,5.43E-05,5.43E+01,-13395.89886,
296.845297,-0.5,-0.499147,2.636137,-0.000189,5.66E-05,5.66E+01,-13914.39213,
300.662342,-0.5,-0.499147,2.735165,-0.00019,5.89E-05,5.89E+01,-14374.77633,
304.453436,-0.5,-0.499147,2.834226,-0.00019,6.10E-05,6.10E+01,-14886.57968,
308.239312,-0.5,-0.499147,2.933255,-0.00019,6.30E-05,6.30E+01,-15400.68072,
312.024503,-0.5,-0.499147,3.032678,-0.00019,6.49E-05,6.49E+01,-15920.18307,
315.821232,-0.5,-0.499147,3.131753,-0.000191,6.67E-05,6.67E+01,-16428.09366,
319.615073,-0.5,-0.499147,3.231496,-0.000191,6.83E-05,6.83E+01,-16916.46716,
323.425201,-0.5,-0.499147,3.33088,-0.000191,7.00E-05,7.00E+01,-17430.52396,
327.229391,-0.5,-0.499147,3.430285,-0.000191,7.16E-05,7.16E+01,-17938.38169,
331.016019,-0.5,-0.499147,3.529961,-0.000191,7.31E-05,7.31E+01,-18436.03876,
334.82131,-0.5,-0.499147,3.629345,-0.000192,7.47E-05,7.47E+01,-18944.41069,
338.63824,-0.5,-0.499147,3.729073,-0.000192,7.62E-05,7.62E+01,-19422.11934,
342.445345,-0.5,-0.499147,3.828501,-0.000192,7.79E-05,7.79E+01,-19938.24133,
346.228934,-0.5,-0.499147,3.927893,-0.000192,7.96E-05,7.96E+01,-20434.21953,
350.039328,-0.5,-0.499147,4.027636,-0.000192,8.13E-05,8.13E+01,-20946.64869,
353.835859,-0.5,-0.499147,4.127037,-0.000193,8.31E-05,8.31E+01,-21414.60303,
357.638273,-0.5,-0.499147,4.226741,-0.000193,8.46E-05,8.46E+01,-21936.73493,
361.429185,-0.5,-0.499147,-4.133346,-0.000193,-3.02E-05,-3.02E+01,21416.67083,
365.224396,-0.5,-0.499147,-1.016959,-0.000191,-5.17E-06,-5.17E+00,5332.249048,
369.032154,-0.5,-0.499147,-0.399939,-0.000202,-4.90E-07,-4.90E-01,1977.716723,
372.812984,-0.5,-0.499147,-0.251066,-0.000204,-2.19E-07,-2.19E-01,1228.148828,
