PLOT_APPEARANCE,ALL,HORZ_GRID_ON,VERT_GRID_ON,MARKERS_AND_LINES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557458397,,5.00E+01,1.82E+02,1.55E-06,3.00E-09,-2.56E-02,6.77E-03,3,9.06E-01,1.83E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.50E+00,2,2,1.84E+00,0,,0
1557458411,,5.00E+01,1.80E+02,1.54E-06,1.74E-08,-3.72E-02,6.22E-03,3,9.18E-01,1.83E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.50E+00,2,2,1.85E+00,0,,0
1557458426,,5.00E+01,1.78E+02,1.58E-06,7.81E-09,-2.41E-02,6.92E-03,3,9.00E-01,1.83E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.50E+00,2,2,1.69E+00,0,,0
1557458442,,5.00E+01,1.75E+02,1.55E-06,2.97E-08,-3.41E-02,2.11E-03,3,9.14E-01,1.83E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.50E+00,2,2,1.88E+00,0,,0
1557458457,,5.00E+01,1.73E+02,1.56E-06,1.83E-08,-2.54E-02,5.58E-03,3,9.04E-01,1.83E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.50E+00,2,2,1.91E+00,0,,0
1557458472,,5.00E+01,1.70E+02,1.58E-06,4.74E-09,-2.90E-02,6.22E-03,3,9.15E-01,1.83E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.50E+00,2,2,1.94E+00,0,,0
1557458488,,5.00E+01,1.68E+02,1.62E-06,3.78E-08,-3.85E-02,1.93E-03,3,9.13E-01,1.83E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.50E+00,2,2,1.96E+00,0,,0
1557458504,,5.00E+01,1.65E+02,1.56E-06,2.07E-08,-2.64E-02,4.43E-03,3,9.11E-01,1.83E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.50E+00,2,2,1.79E+00,0,,0
1557458520,,5.00E+01,1.63E+02,1.57E-06,1.93E-08,-3.04E-02,6.27E-03,3,8.87E-01,1.83E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.50E+00,2,2,2.01E+00,0,,0
1557458535,,5.00E+01,1.60E+02,1.60E-06,3.46E-08,-3.74E-02,6.44E-03,3,9.12E-01,1.83E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.50E+00,2,2,2.07E+00,0,,0
1557458549,,5.00E+01,1.58E+02,1.56E-06,1.51E-08,-3.03E-02,9.23E-03,3,9.10E-01,1.83E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.50E+00,2,2,1.67E+00,0,,0
1557458564,,5.00E+01,1.55E+02,1.54E-06,4.42E-09,-3.54E-02,2.98E-02,3,8.83E-01,1.83E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.50E+00,2,2,1.69E+00,0,,0
1557458580,,5.00E+01,1.52E+02,1.58E-06,1.63E-08,-2.59E-02,8.90E-03,3,9.02E-01,1.83E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.50E+00,2,2,1.73E+00,0,,0
1557458595,,5.00E+01,1.50E+02,1.58E-06,1.16E-08,-3.36E-02,4.21E-03,3,8.95E-01,1.83E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.50E+00,2,2,2.00E+00,0,,0
1557458611,,5.00E+01,1.47E+02,1.59E-06,9.15E-09,-2.67E-02,1.43E-02,3,9.02E-01,1.83E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.50E+00,2,2,2.01E+00,0,,0
1557458626,,5.00E+01,1.44E+02,1.58E-06,1.88E-08,-1.85E-02,3.38E-04,3,9.04E-01,1.83E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.50E+00,2,2,1.83E+00,0,,0
1557458642,,5.00E+01,1.42E+02,1.58E-06,6.90E-08,-3.23E-02,1.37E-02,3,8.93E-01,1.83E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.50E+00,2,2,2.11E+00,0,,0
1557458657,,5.00E+01,1.39E+02,1.60E-06,7.24E-08,-1.68E-02,5.92E-03,3,8.97E-01,1.83E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.50E+00,2,2,2.11E+00,0,,0
