[Header]
TITLE,MPMS RSO Measurement
BYAPP,MPMS Measurement,1.1,Summary
FILEOPENTIME, 1557474810.224000 5/10/2019, 4:53:30 PM

INFO, APPNAME, MPMS MultiVu Application, Revision 1.60,  Build 081

INFO, NAME, 
INFO, WEIGHT, 1.000
INFO, AREA, 1.000
INFO, LENGTH, 1.000
INFO, SHAPE, 0
INFO, COMMENT, 
INFO, SEQUENCE FILE: 190519_PlatedSn_onSi_5.seq


INFO, BACKGROUND DATA FILE:, None


STARTUPAXIS,X,4,LINEAR,AUTO,0.000000,0.000000
STARTUPAXIS,Y1,5,LINEAR,AUTO,0.000000,0.000000


STARTUPGROUP,Longitudinal
FIELDGROUP,Longitudinal,1,2,3,4,5,6,7,8,9,10,11,19,20,21,22,23,35
FIELDGROUP,Transverse,1,2,3,4,12,13,14,15,16,17,18,24,25,26,27,28,35

PLOT_APPEARANCE,ALL,HORZ_GRID_ON,VERT_GRID_ON,MARKERS_AND_LINES

[Data]
Time,Comment,Field (Oe),Temperature (K),Long Moment (emu),Long Scan Std Dev,Long Offset (cm),Long Offset Std Dev,Long Algorithm,Long Reg Fit,Long Reg Factor,Trans Moment (emu),Trans Scan Std Dev,Trans Offset (cm),Trans Offset Std Dev,Trans Algorithm,Trans Reg Fit,Trans Reg Factor,Long Moment [w/o ABS] (emu),Long Scan Std Dev [w/o ABS],Long Offset [w/o ABS] (cm),Long Offset Std Dev [w/o ABS],Long Reg Fit [w/o ABS],Trans Moment [w/o ABS] (emu),Trans Scan Std Dev [w/o ABS],Trans Offset [w/o ABS] (cm),Trans Offset Std Dev [w/o ABS],Trans Reg Fit [w/o ABS],RSO Position (deg),Amplitude (cm),Frequency,Cycles to Average,Scans per Measurement,Delta Temp (K),Error,EC Comp. Running,Using ABS,
1557475701.635,,1.000000e+001,2.621482e+002,7.351265e-007,6.204752e-008,-7.626228e-002,2.554593e-002,3,8.301157e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.789307e+000,0,,0,
1557475717.705,,1.000000e+001,2.595929e+002,7.889405e-007,1.095369e-007,-7.923081e-002,3.387869e-003,3,8.384005e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.753296e+000,0,,0,
1557475733.705,,1.000000e+001,2.572808e+002,7.465880e-007,6.594046e-008,-6.680536e-002,9.766618e-003,3,8.343606e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.772400e+000,0,,0,
1557475750.895,,1.000000e+001,2.546537e+002,7.764496e-007,1.862020e-008,-7.386091e-002,1.535009e-003,3,8.379069e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.717590e+000,0,,0,
1557475765.255,,1.000000e+001,2.524058e+002,7.435157e-007,4.677346e-008,-6.919009e-002,2.131493e-003,3,8.209434e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.716202e+000,0,,0,
1557475780.725,,1.000000e+001,2.502480e+002,8.056556e-007,2.589128e-008,-5.914158e-002,2.733382e-002,3,8.611535e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.695709e+000,0,,0,
1557475796.985,,1.000000e+001,2.478745e+002,7.779424e-007,2.608940e-008,-8.675449e-002,3.128929e-004,3,8.806661e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.684601e+000,0,,0,
1557475812.245,,1.000000e+001,2.456375e+002,7.910752e-007,1.438259e-008,-7.677811e-002,1.333421e-002,3,8.860571e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.860901e+000,0,,0,
1557475827.425,,1.000000e+001,2.434947e+002,8.173813e-007,3.551096e-008,-7.155511e-002,2.866381e-003,3,8.561271e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.650406e+000,0,,0,
1557475842.745,,1.000000e+001,2.413849e+002,7.621308e-007,6.698862e-008,-9.217769e-002,9.225877e-003,3,8.509127e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.831009e+000,0,,0,
1557475858.965,,1.000000e+001,2.390590e+002,7.796810e-007,2.739560e-008,-9.304594e-002,1.884701e-002,3,8.736597e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.627487e+000,0,,0,
1557475875.475,,1.000000e+001,2.368631e+002,8.084764e-007,5.041587e-008,-9.658854e-002,6.156296e-003,3,8.562012e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.605103e+000,0,,0,
1557475891.445,,1.000000e+001,2.347230e+002,7.787343e-007,3.598682e-008,-5.888270e-002,3.062364e-003,3,8.507048e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.436493e+000,0,,0,
1557475905.355,,1.000000e+001,2.328381e+002,7.665146e-007,5.121305e-008,-7.568423e-002,2.062688e-003,3,8.388603e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.741791e+000,0,,0,
1557475920.986,,1.000000e+001,2.307399e+002,8.146094e-007,2.863620e-008,-6.487633e-002,8.084403e-003,3,8.824605e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.405411e+000,0,,0,
1557475937.246,,1.000000e+001,2.286213e+002,8.090831e-007,2.252110e-008,-6.892049e-002,6.699589e-003,3,8.708276e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.552094e+000,0,,0,
1557475952.236,,1.000000e+001,2.267950e+002,7.585432e-007,1.052819e-008,-7.868290e-002,2.484832e-002,3,8.589253e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.728806e+000,0,,0,
1557475968.456,,1.000000e+001,2.247049e+002,8.051462e-007,2.556615e-008,-7.800718e-002,1.111138e-003,3,8.886235e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.365097e+000,0,,0,
1557475982.946,,1.000000e+001,2.228728e+002,7.952516e-007,6.240461e-008,-6.034150e-002,1.011041e-002,3,8.750108e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.380905e+000,0,,0,
1557475998.206,,1.000000e+001,2.209091e+002,8.290523e-007,4.905140e-008,-5.938295e-002,1.089930e-002,3,8.797326e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.642303e+000,0,,0,
1557476012.926,,1.000000e+001,2.190462e+002,8.028006e-007,8.189024e-008,-7.435022e-002,9.289028e-003,3,8.633245e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.652603e+000,0,,0,
1557476028.896,,1.000000e+001,2.171368e+002,7.837837e-007,3.821572e-008,-9.323812e-002,1.730226e-002,3,8.655504e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.327698e+000,0,,0,
1557476044.866,,1.000000e+001,2.152653e+002,7.739069e-007,3.936982e-008,-7.308343e-002,6.225843e-003,3,8.543305e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.459106e+000,0,,0,
1557476058.896,,1.000000e+001,2.135130e+002,8.102837e-007,1.952743e-008,-7.202352e-002,5.893447e-003,3,8.695397e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.305496e+000,0,,0,
1557476074.216,,1.000000e+001,2.118154e+002,7.676209e-007,2.366680e-008,-7.333018e-002,1.398396e-002,3,8.331906e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.447510e+000,0,,0,
1557476088.376,,1.000000e+001,2.100774e+002,7.891492e-007,6.563837e-008,-7.582887e-002,3.754847e-003,3,8.444561e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.578705e+000,0,,0,
1557476103.016,,1.000000e+001,2.084689e+002,7.528710e-007,2.659525e-008,-7.656793e-002,2.531248e-002,3,8.551499e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.409409e+000,0,,0,
1557476116.276,,1.000000e+001,2.069533e+002,7.761076e-007,4.913480e-008,-8.192389e-002,9.555154e-003,3,8.608164e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.280701e+000,0,,0,
1557476130.826,,1.000000e+001,2.053304e+002,8.064769e-007,5.997000e-010,-6.631634e-002,1.213650e-002,3,8.507563e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.097412e+000,0,,0,
1557476145.306,,1.000000e+001,2.036817e+002,8.091546e-007,3.199311e-009,-6.787562e-002,1.011354e-002,3,8.695886e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.098907e+000,0,,0,
1557476161.526,,1.000000e+001,2.018504e+002,8.274299e-007,5.114902e-008,-7.844609e-002,1.273520e-002,3,8.644789e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.338196e+000,0,,0,
1557476175.806,,1.000000e+001,2.002536e+002,7.742831e-007,1.556515e-008,-7.178953e-002,8.268121e-003,3,8.498509e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.354691e+000,0,,0,
1557476191.276,,1.000000e+001,1.985342e+002,8.195907e-007,2.644954e-008,-7.872387e-002,2.290502e-003,3,8.655899e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.250000e+000,0,,0,
1557476203.996,,1.000000e+001,1.970803e+002,7.827907e-007,1.062655e-008,-9.934959e-002,8.589000e-003,3,8.731416e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.426498e+000,0,,0,
1557476219.266,,1.000000e+001,1.952601e+002,8.224895e-007,1.934547e-008,-5.639548e-002,8.002438e-003,3,8.880996e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.447998e+000,0,,0,
1557476233.486,,1.000000e+001,1.936231e+002,7.696816e-007,9.547890e-009,-8.353824e-002,2.540942e-002,3,8.168168e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.505508e+000,0,,0,
1557476248.706,,1.000000e+001,1.917295e+002,7.975651e-007,7.083051e-010,-9.797978e-002,5.072884e-003,3,8.388337e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.387192e+000,0,,0,
1557476262.206,,1.000000e+001,1.900132e+002,8.292020e-007,1.572275e-008,-6.999104e-002,1.454374e-002,3,8.601248e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.585007e+000,0,,0,
1557476277.456,,1.000000e+001,1.880629e+002,8.086723e-007,2.241346e-008,-6.687279e-002,8.243508e-003,3,8.624173e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.601791e+000,0,,0,
1557476291.396,,1.000000e+001,1.862612e+002,7.816121e-007,3.651337e-008,-6.169635e-002,2.771116e-003,3,8.646179e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.346603e+000,0,,0,
1557476306.516,,1.000000e+001,1.842348e+002,8.101217e-007,3.802475e-008,-8.071312e-002,7.336528e-003,3,8.907390e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.515793e+000,0,,0,
1557476320.546,,1.000000e+001,1.824356e+002,8.045789e-007,1.990409e-008,-5.984128e-002,9.397809e-003,3,8.735574e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.716202e+000,0,,0,
1557476336.276,,1.000000e+001,1.803071e+002,7.914091e-007,5.167171e-008,-7.617811e-002,1.397857e-002,3,8.647263e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.729202e+000,0,,0,
1557476350.816,,1.000000e+001,1.783284e+002,7.927453e-007,2.837292e-008,-8.180903e-002,1.024132e-002,3,8.324450e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.596603e+000,0,,0,
1557476366.536,,1.000000e+001,1.761493e+002,8.294346e-007,3.815056e-008,-7.994308e-002,9.619170e-003,3,8.640020e-001,1.825000e+000,,,,,,,,,,,,,,,,,,0,4.000000e+000,1.500000e+000,2,2,1.455795e+000,0,,0,
