光学クライオスタット 300K→50K (180806; 1K/min),,光学クライオスタット 50K→300K (180806; 1K/min),,,PPMS 300K→100K (180709; 2K/min),,PPMS 100K→300K (180709; 2K/min),
249.99,0.031176,160.37,0.031882,,233.987999,0.039808714,265.868454,0.049792064
250,0.031004,160.54,0.031912,,233.7332993,0.039582023,266.1266022,0.049765665
250,0.030993,160.72,0.032093,,233.4804001,0.039684996,266.3838043,0.049705584
250,0.031158,160.9,0.031922,,233.2144012,0.039518423,266.6344452,0.049797741
250,0.031033,161.07,0.032043,,232.9735489,0.039620083,266.8833923,0.04996248
250,0.031137,161.25,0.031933,,232.7136459,0.039472632,267.1423492,0.049845089
250,0.031165,161.43,0.032115,,232.4658966,0.039495602,267.4087524,0.050085686
250,0.031105,161.6,0.032144,,232.2220001,0.039377452,267.6662903,0.049929859
250.01,0.031155,161.78,0.032104,,231.9673538,0.039384104,267.9153595,0.050217953
250.01,0.031246,161.96,0.032069,,231.7114487,0.039479195,268.1725464,0.049906184
250.01,0.031175,162.14,0.032144,,231.4506989,0.039367303,268.4302521,0.050057707
250.01,0.031024,162.31,0.032157,,231.1996002,0.039331667,268.7328491,0.050065032
250.01,0.031065,162.49,0.032306,,230.9166489,0.039303917,268.9851074,0.05029426
250.01,0.031127,162.67,0.032316,,230.6622009,0.039446129,269.2366028,0.049970335
250.01,0.031125,162.84,0.032235,,230.404747,0.039190892,269.4959106,0.050156275
250.01,0.030994,163.02,0.032205,,230.1527557,0.039113182,269.7777405,0.050120783
250.01,0.031085,163.2,0.032228,,229.8527985,0.039057247,270.0296021,0.050143558
250.01,0.031015,163.38,0.032125,,229.6094971,0.039181868,270.2898102,0.050178824
250.01,0.0316,163.55,0.032087,,229.3512039,0.038951859,270.5570984,0.050057073
250.01,0.031045,163.73,0.032346,,229.1141968,0.038787557,270.8139496,0.050313233
250.01,0.031075,163.91,0.032446,,228.860199,0.038915966,271.0576477,0.050377576
250.01,0.031065,164.08,0.032316,,228.6137009,0.039036863,271.3110962,0.050326216
250.01,0.030967,164.26,0.032447,,228.3176498,0.038755592,271.5744934,0.050289814
250.01,0.030772,164.44,0.032369,,228.0602493,0.038834538,271.8449402,0.050468262
250.01,0.031187,164.61,0.032486,,227.8184509,0.038713588,272.1050873,0.050292357
250.01,0.031337,164.79,0.032528,,227.5543976,0.038750541,272.3671417,0.050564486
250.01,0.031085,164.97,0.032416,,227.3163986,0.038646384,272.6118927,0.050495847
250.01,0.031055,165.14,0.032456,,227.0613022,0.038341007,272.8791046,0.050547685
250.01,0.030965,165.32,0.032638,,226.7733459,0.038600563,273.1400604,0.050734947
250.01,0.031156,165.5,0.032456,,226.4997482,0.038417318,273.3934479,0.05058587
250.01,0.030854,165.67,0.032457,,226.2310028,0.0384799,273.6600037,0.050498893
250.01,0.031105,165.85,0.032537,,225.9815445,0.038357975,273.9185944,0.050541576
250.01,0.031035,166.03,0.032648,,225.6944504,0.038317235,274.1688538,0.050725288
250.01,0.030984,166.2,0.032659,,225.4449997,0.03847499,274.4212494,0.050606489
250.01,0.031057,166.38,0.032709,,225.1560974,0.038284395,274.6439514,0.050544681
250.01,0.031135,166.56,0.032709,,224.9094009,0.038398675,274.9199982,0.050769154
250.01,0.030964,166.74,0.032689,,224.6160965,0.038240102,275.1916962,0.050949139
250.01,0.031105,166.91,0.03282,,224.3605499,0.038192628,275.4494934,0.050769918
250.01,0.031096,167.09,0.032911,,224.0756531,0.038173661,275.7028503,0.050454849
250.01,0.031196,167.27,0.03282,,223.8209,0.038119948,275.9470978,0.050835594
250.01,0.031195,167.44,0.03286,,223.5666962,0.038128604,276.1980133,0.050714309
250.01,0.031155,167.62,0.032709,,223.3063507,0.037982588,276.4540405,0.050831776
250.01,0.031207,167.8,0.032719,,223.0484009,0.038010996,276.7049103,0.05085167
250.01,0.030914,167.97,0.033042,,222.7845993,0.037718041,277.0018463,0.050827194
250.01,0.031299,168.15,0.033048,,222.5172043,0.037880406,277.2636414,0.050994119
250.01,0.031104,168.33,0.033002,,222.2766495,0.037537439,277.5418396,0.050838649
250.01,0.031024,168.5,0.033024,,221.9834518,0.0377964,277.802597,0.050529716
250.01,0.031276,168.68,0.032982,,221.720047,0.03762527,278.0513458,0.050708823
250.01,0.031114,168.86,0.033083,,221.4717484,0.037740651,278.2987061,0.050649267
250.01,0.031246,169.03,0.033023,,221.2227936,0.037683775,278.5867004,0.050765336
250.01,0.031064,169.21,0.033083,,220.9611969,0.037687957,278.8419952,0.050618743
250.01,0.031097,169.39,0.033214,,220.7103043,0.037622727,279.1372528,0.050781373
250.01,0.030933,169.57,0.033224,,220.418251,0.03757035,279.3968964,0.050697597
250.01,0.031014,169.74,0.033369,,220.1626434,0.037434499,279.6404419,0.050731733
250.01,0.031044,169.92,0.033134,,219.8662491,0.037473361,279.8970947,0.050652614
250.01,0.031195,170.1,0.033053,,219.6038437,0.037326431,280.1605377,0.050675221
250.01,0.030932,170.27,0.033104,,219.3190002,0.037396992,280.4024963,0.050372807
250.01,0.031195,170.45,0.033134,,219.0633011,0.037313713,280.6571503,0.050106273
250.01,0.031103,170.62,0.033196,,218.7675018,0.03729084,280.9021912,0.04988696
250.01,0.030973,170.8,0.033275,,218.5212479,0.037023729,281.1765137,0.049965753
250.01,0.031235,170.98,0.033187,,218.2586517,0.037258765,281.4308929,0.049154377
250.01,0.031084,171.15,0.033497,,218.0066986,0.037443442,281.7276459,0.048847716
250.01,0.031015,171.33,0.033548,,217.7461472,0.037150321,281.9763031,0.04875288
250.01,0.031245,171.51,0.033407,,217.4901428,0.037196582,282.2224426,0.048752256
250.01,0.030943,171.68,0.033325,,217.2416,0.036964745,282.4832001,0.04868674
250.01,0.031184,171.86,0.033335,,216.9778976,0.037077028,282.7808533,0.048565153
250.01,0.031093,172.03,0.033295,,216.7245483,0.036992237,283.0345459,0.048557004
250.01,0.031174,172.21,0.033355,,216.4558029,0.036698017,283.3101501,0.048301682
250.01,0.031063,172.39,0.032559,,216.1997986,0.036920451,283.5674591,0.045015965
250.01,0.031134,172.57,0.034247,,215.9520493,0.036949843,283.8248138,0.041977587
250.01,0.031174,172.74,0.033698,,215.6607971,0.036786806,284.0639954,0.041998029
250.01,0.030985,172.92,0.033688,,215.4194489,0.036815961,284.3237457,0.039829334
250.01,0.030983,173.1,0.033627,,215.1649475,0.036732584,284.5626526,0.03299609
250.02,0.031114,173.27,0.033567,,214.9069977,0.036340277,284.8327484,0.029795251
250.02,0.031175,173.45,0.033758,,214.6435013,0.036634833,285.108902,0.030516041
250.03,0.031236,173.63,0.033841,,214.3895493,0.036556497,285.3858643,0.027566812
250.03,0.031075,173.8,0.033748,,214.1387482,0.036550827,285.6397095,0.027257639
250.04,0.031085,173.98,0.033618,,213.884552,0.036688773,285.9067993,0.027450732
250.04,0.031246,174.16,0.033839,,213.6053467,0.036424056,286.1474457,0.027343774
250.04,0.031094,174.33,0.033768,,213.348053,0.036399362,286.4364014,0.027488916
250.05,0.030973,174.51,0.03402,,213.0921478,0.036385871,286.6857605,0.02751674
250.05,0.031146,174.69,0.033849,,212.8400497,0.036333227,286.9330597,0.027573685
250.04,0.031014,174.87,0.03401,,212.5858994,0.036283537,287.199707,0.027768557
250.04,0.031087,175.04,0.03394,,212.3283997,0.036348489,287.5041504,0.027638599
250.03,0.030833,175.22,0.033791,,212.0641022,0.036202587,287.7888489,0.028226406
250.03,0.031157,175.4,0.03393,,211.8199539,0.036076321,288.0405121,0.02808001
250.02,0.031175,175.57,0.034131,,211.5558014,0.036087269,288.2839508,0.028000025
250.02,0.031085,175.75,0.03392,,211.3218002,0.03595677,288.5641937,0.028113613
250.02,0.031196,175.93,0.034052,,211.0576553,0.03602541,288.8467102,0.028142467
250.02,0.031064,176.1,0.034245,,210.8092499,0.035837219,289.0949097,0.028124304
250.02,0.031084,176.28,0.034162,,210.5492477,0.035948278,289.35495,0.028038179
250.02,0.030944,176.46,0.034162,,210.2983017,0.035547246,289.6101074,0.028221292
250.02,0.031013,176.64,0.034244,,210.019249,0.035857399,289.8867035,0.028279821
250.02,0.031146,176.81,0.033991,,209.7651978,0.035554877,290.1765442,0.028251076
250.03,0.031135,176.99,0.034232,,209.5088043,0.035721463,290.4256439,0.028254176
250.03,0.031024,177.17,0.034283,,209.2541504,0.035739448,290.7157898,0.028315989
250.03,0.031003,177.34,0.034153,,208.9978485,0.035616837,290.9663391,0.028114266
250.03,0.031175,177.52,0.034435,,208.7416458,0.035490144,291.2080994,0.028404577
250.04,0.031225,177.7,0.034385,,208.4850006,0.035570253,291.4551086,0.028269438
250.04,0.031205,177.88,0.034546,,208.222847,0.035291719,291.7254944,0.028408395
250.04,0.031094,178.05,0.034385,,207.9672012,0.035561088,291.9909363,0.028322859
250.04,0.031114,178.23,0.034354,,207.7055511,0.035693658,292.2550964,0.028319044
250.05,0.031266,178.41,0.034384,,207.4382019,0.035327401,292.4949036,0.028383552
250.05,0.031215,178.58,0.034516,,207.1813049,0.035387447,292.740799,0.028569533
250.05,0.031276,178.76,0.034264,,206.9257965,0.035399187,292.9976501,0.028454778
250.05,0.031337,178.94,0.034405,,206.6812515,0.035331488,293.2623901,0.028492401
250.05,0.031053,179.12,0.034586,,206.4207001,0.035257906,293.5056915,0.028599774
250.05,0.031184,179.29,0.034515,,206.1761551,0.035026248,293.7725525,0.028490874
250.05,0.031245,179.47,0.034585,,205.9207458,0.035063165,294.039505,0.028632843
250.05,0.031063,179.65,0.034485,,205.647049,0.035283158,294.3007507,0.028564951
250.05,0.031033,179.82,0.034818,,205.3889008,0.035002834,294.5643005,0.02869589
250.05,0.031014,180,0.03513,,205.1388474,0.034710495,294.8042908,0.028629864
250.05,0.030993,180.18,0.034807,,204.8871994,0.034957777,295.0384979,0.028599228
250.05,0.031275,180.36,0.034677,,204.6339493,0.035130226,295.2961426,0.028652775
250.05,0.031187,180.53,0.034586,,204.3777542,0.034879881,295.5626526,0.028810358
250.05,0.031074,180.71,0.034808,,204.1053467,0.034529883,295.8514557,0.028706997
250.05,0.031056,180.88,0.034918,,203.8141022,0.034788238,296.1258392,0.028741678
250.05,0.031124,181.06,0.034726,,203.5579529,0.034674881,296.390213,0.028783366
250.05,0.031036,181.24,0.034561,,203.3061523,0.034690486,296.6226501,0.028876678
250.05,0.031003,181.42,0.035008,,203.0529022,0.034594922,296.8827972,0.028698596
250.05,0.031126,181.59,0.034847,,202.8069,0.034627863,297.1331482,0.029161578
250.05,0.031024,181.77,0.035035,,202.5458984,0.034406684,297.3846588,0.028862789
250.05,0.031286,181.95,0.034958,,202.2556534,0.034503382,297.6205444,0.028764753
250.05,0.031244,182.12,0.03482,,201.9924011,0.034516065,297.8733521,0.028961305
250.05,0.031026,182.3,0.034828,,201.7432556,0.034441523,298.1325989,0.028731684
250.05,0.031044,182.48,0.034969,,201.4888,0.034371072,298.4013519,0.028840642
250.05,0.031054,182.66,0.03505,,201.2287064,0.03437661,298.6606445,0.028791818
250.05,0.031053,182.83,0.0351,,200.9651947,0.034425364,298.9118958,0.02902851
250.05,0.031135,183.01,0.035181,,200.7099991,0.034287259,299.1526031,0.02888339
250.05,0.031104,183.18,0.034889,,200.4517517,0.034267653,299.4252014,0.029123971
250.05,0.031145,183.36,0.035151,,200.1909027,0.034207836,299.6656952,0.028776555
250.05,0.031124,183.54,0.03507,,199.9390488,0.034366861,299.9259949,0.029085023
250.05,0.031013,183.71,0.035255,,199.6465454,0.034165069,300.1827545,0.029186087
250.05,0.031073,183.89,0.035444,,199.3967438,0.033855555,300.4376984,0.029075859
250.05,0.031003,184.07,0.035456,,199.1486969,0.034084119,300.6789551,0.029105477
250.05,0.031023,184.24,0.035252,,198.8910522,0.033805602,300.9190979,0.029143827
250.05,0.031004,184.42,0.035141,,198.6087952,0.033848904,301.1646881,0.029097847
250.04,0.031165,184.6,0.035303,,198.3528519,0.03394297,301.433548,0.029109461
250.04,0.031027,184.78,0.035544,,198.0966492,0.033904653,301.6947479,0.02915126
250.05,0.031063,184.95,0.035233,,197.8313522,0.033688602,301.9656982,0.029211031
250.05,0.031145,185.13,0.035153,,197.5505447,0.033758789,302.2114868,0.029311502
250.05,0.031043,185.31,0.035454,,197.2918472,0.033637728,302.4603424,0.029311837
250.05,0.031215,185.48,0.035384,,197.050499,0.033648817,302.7145538,0.029002942
250.05,0.031084,185.66,0.035262,,196.7878494,0.033567145,303.0131378,0.029268307
250.04,0.030954,185.84,0.035435,,196.5249023,0.033624379,303.2639618,0.02948624
250.04,0.030287,186.01,0.035606,,196.2707977,0.033541708,303.5254974,0.029349258
250.04,0.031216,186.19,0.035414,,195.9972534,0.033525863,303.7832947,0.029242048
250.04,0.031043,186.37,0.035535,,195.7277985,0.033338209,304.0305481,0.029419517
250.04,0.031084,186.55,0.035595,,195.4751434,0.033410546,304.2805634,0.029415017
250.04,0.031295,186.72,0.035588,,195.2132492,0.033261897,304.5314941,0.029508868
250.04,0.031004,186.9,0.035716,,194.9186554,0.033275374,304.7878571,0.029631607
250.03,0.031104,187.08,0.035696,,194.6630554,0.033499263,305.0689087,0.029419517
250.03,0.031054,187.25,0.035807,,194.4169464,0.033329595,305.3393555,0.029267857
250.03,0.031155,187.43,0.035777,,194.1634979,0.033242391,305.5893097,0.029531779
250.03,0.031277,187.61,0.035645,,193.9075012,0.033215042,305.8551025,0.029484072
250.03,0.031235,187.78,0.035776,,193.6515503,0.033196602,306.1194,0.029564617
250.03,0.030975,187.96,0.035625,,193.3986511,0.033089798,306.3774872,0.029509509
250.03,0.031175,188.14,0.035668,,193.1390991,0.033227128,306.6256409,0.029662369
250.03,0.030854,188.31,0.035675,,192.8853989,0.033005793,306.9015045,0.029746924
250.03,0.031144,188.49,0.035806,,192.6371536,0.032834024,307.1547394,0.029678407
250.03,0.031035,188.67,0.035877,,192.3791504,0.032941643,307.4053955,0.029675699
250.03,0.031185,188.85,0.035856,,192.128006,0.032800956,307.6705017,0.029781505
250.02,0.031116,189.02,0.035962,,191.8675003,0.03282709,307.9104004,0.029884289
250.02,0.031124,189.2,0.035654,,191.6260986,0.03289253,308.1628418,0.029768522
250.02,0.030956,189.38,0.035796,,191.3598022,0.032730102,308.4219513,0.02962228
250.02,0.030903,189.56,0.035816,,191.1162949,0.032823849,308.677063,0.029838018
250.02,0.031064,189.73,0.03615,,190.8611984,0.032681226,308.9547882,0.02967975
250.02,0.031064,189.91,0.035857,,190.5988007,0.032671645,309.2369995,0.029857874
250.02,0.030842,190.09,0.036029,,190.3186493,0.032586529,309.4799957,0.030096915
250.02,0.031043,190.26,0.035961,,190.0624542,0.032658926,309.7180023,0.029831908
250.02,0.031125,190.44,0.03617,,189.8213959,0.032517797,309.9803009,0.029692469
250.02,0.030933,190.62,0.035958,,189.5651474,0.032257018,310.2747498,0.029913623
250.02,0.031015,190.79,0.036019,,189.3019943,0.032455938,310.5492554,0.0299214
250.02,0.031094,190.97,0.035928,,189.0541,0.032310436,310.8428497,0.030005266
250.01,0.031104,191.15,0.036194,,188.8095016,0.032331456,311.0890045,0.029887285
250.01,0.031033,191.32,0.035998,,188.5550537,0.032190677,311.3725891,0.029941115
250.01,0.031166,191.5,0.036079,,188.2836533,0.032322292,311.6287994,0.030161994
250.01,0.031073,191.68,0.03617,,188.0208511,0.032083841,311.8779602,0.030091562
250.01,0.031076,191.86,0.0361,,187.7235489,0.032125261,312.1349945,0.030144188
250.01,0.031033,192.03,0.036191,,187.4913025,0.032106734,312.4384003,0.03013051
250.01,0.031003,192.21,0.036341,,187.2259521,0.032064166,312.6754456,0.030192517
250.01,0.031184,192.39,0.036241,,186.9682007,0.031926131,312.9308929,0.030209934
250.01,0.031174,192.56,0.035485,,186.7248459,0.031943503,313.1960449,0.030257208
250.01,0.030982,192.74,0.036144,,186.4649506,0.031823776,313.4508514,0.030210697
250.01,0.031104,192.92,0.036282,,186.2106476,0.03197176,313.6979523,0.030371664
250.01,0.031063,193.09,0.036423,,185.9531021,0.031928065,313.9762878,0.030249646
250.01,0.031164,193.27,0.036358,,185.6976013,0.031825132,314.2328949,0.030025751
250.01,0.031033,193.45,0.036423,,185.4408035,0.031887367,314.4897461,0.030332887
250.01,0.031063,193.63,0.036353,,185.1918488,0.031745709,314.7419891,0.030213968
250.01,0.031247,193.8,0.036514,,184.9192505,0.031640632,315.0279083,0.030427584
250.01,0.031234,193.98,0.036443,,184.6567459,0.032077912,315.271698,0.030170297
250.01,0.031003,194.16,0.036497,,184.4146042,0.031847678,315.5379486,0.030343579
250.01,0.030911,194.33,0.036533,,184.1363449,0.03204431,315.7965393,0.030345809
250.01,0.031035,194.51,0.036564,,183.8934021,0.032119859,316.0478973,0.03051159
250.01,0.031033,194.69,0.036483,,183.6360474,0.03195725,316.2897949,0.030422119
250.01,0.030993,194.86,0.036583,,183.3936462,0.031618741,316.5799103,0.03051159
250,0.031002,195.04,0.036714,,183.1255035,0.031928994,316.8497009,0.030757881
250,0.031012,195.22,0.036594,,182.8796997,0.032002846,317.10495,0.030543664
250,0.031183,195.39,0.036735,,182.6137009,0.031750291,317.3590546,0.030343942
250,0.031002,195.57,0.036704,,182.3670502,0.031399882,317.5902863,0.030631488
250,0.031043,195.75,0.036524,,182.069397,0.031723562,317.8399506,0.030827247
250,0.031033,195.92,0.036624,,181.8204498,0.031407513,318.0867004,0.030601704
250,0.030921,196.1,0.036888,,181.5577011,0.031591444,318.3381042,0.030895927
250,0.031063,196.28,0.036685,,181.3096466,0.031781442,318.607254,0.030742987
250,0.03082,196.45,0.036867,,181.0501022,0.03156166,318.8688507,0.030519458
250,0.031074,196.63,0.037088,,180.7974014,0.031567768,319.1707611,0.03072084
250,0.03089,196.81,0.03688,,180.5401001,0.031521184,319.4223022,0.030872541
250,0.030984,196.98,0.036968,,180.2917023,0.031397038,319.6776581,0.03080179
250,0.031142,197.16,0.036907,,180.0226974,0.0313379,319.9246368,0.030842017
250,0.031103,197.34,0.037028,,179.7665024,0.031407214,320.2153473,0.030865176
250,0.031082,197.51,0.036937,,179.4876022,0.031411977,320.4712524,0.030686853
250,0.031143,197.69,0.037098,,179.227951,0.031397039,320.7368011,0.03090947
250,0.031123,197.87,0.037017,,178.9428024,0.031616646,320.9777527,0.030905608
250,0.031113,198.05,0.037202,,178.6994019,0.031496244,321.2428436,0.030885032
250,0.031062,198.22,0.037098,,178.4292526,0.031515075,321.522049,0.031001481
250,0.031032,198.4,0.037223,,178.1773529,0.031918598,321.7746887,0.030969801
250,0.031051,198.57,0.037007,,177.8823013,0.031408158,322.0245972,0.030950609
250,0.031103,198.75,0.037081,,177.6235962,0.031206357,322.3208466,0.031041588
250,0.031293,198.93,0.037261,,177.3360443,0.031441761,322.5729523,0.031126118
250,0.031133,199.1,0.037173,,177.0743484,0.031295387,322.839798,0.031017913
250,0.031405,199.28,0.03729,,176.8313522,0.031387538,323.0970001,0.031080333
250,0.030941,199.46,0.037249,,176.577446,0.03105119,323.3315125,0.031212653
250,0.031173,199.63,0.037382,,176.3160019,0.031276804,323.5767517,0.030961473
250,0.031105,199.81,0.037119,,176.0630951,0.031298873,323.8309021,0.031272986
250,0.03091,199.99,0.037331,,175.8090973,0.031197379,324.0898438,0.031363372
250,0.031082,200.16,0.037361,,175.5641479,0.031184323,324.3836975,0.031176761
250,0.03088,200.34,0.037452,,175.296051,0.031007222,324.6551361,0.031154792
250,0.031102,200.52,0.037362,,175.0256042,0.031138539,324.891449,0.031299714
250,0.030971,200.7,0.037563,,174.7735977,0.031097337,325.1650391,0.031276888
250,0.031213,200.87,0.037441,,174.5364532,0.031283523,325.4443054,0.031305824
250,0.031143,201.05,0.037462,,174.2729492,0.03110421,325.7098541,0.031689986
250,0.031052,201.23,0.037462,,174.0255508,0.030882432,325.9737396,0.031372265
250,0.031002,201.4,0.037539,,173.7689056,0.03122411,326.2425079,0.031300874
250,0.031193,201.58,0.037603,,173.5206528,0.031238572,326.5044098,0.031402049
250,0.031142,201.76,0.037482,,173.2542496,0.031201199,326.7545929,0.031476392
250,0.031082,201.93,0.037745,,172.9985504,0.03092059,327.0091858,0.031469254
250,0.030849,202.11,0.037664,,172.714653,0.031030896,327.2687073,0.03160358
250,0.031023,202.29,0.037699,,172.4548492,0.031091028,327.547699,0.031505147
250,0.031162,202.47,0.037684,,172.1612473,0.031045406,327.8168945,0.031263384
250,0.0309,202.64,0.037686,,171.90065,0.031059072,328.0561066,0.031557078
250,0.031031,202.82,0.037805,,171.627449,0.030948418,328.3106537,0.031489752
250,0.030981,203,0.037724,,171.3695526,0.031079371,328.5741577,0.031720507
250,0.03105,203.17,0.037896,,171.1123505,0.030892669,328.8114014,0.031713589
250,0.031233,203.35,0.037976,,170.8466492,0.030903853,329.0615997,0.031728145
250,0.03093,203.53,0.038046,,170.595047,0.030855248,329.324646,0.031525362
250,0.031142,203.7,0.037965,,170.3344498,0.030880959,329.5986633,0.031754109
250,0.031071,203.88,0.038037,,170.0554047,0.030773534,329.8678131,0.031974461
250,0.030981,204.06,0.037976,,169.7963486,0.030910501,330.119812,0.031831242
250,0.031122,204.23,0.037965,,169.5555954,0.030744514,330.367691,0.031725197
250,0.030931,204.41,0.037905,,169.285553,0.030689203,330.6625519,0.031875536
250,0.03092,204.59,0.038118,,169.0014038,0.030654399,330.9073029,0.031971917
250,0.030973,204.76,0.037946,,168.7396545,0.030801123,331.1573486,0.031819023
250,0.030808,204.94,0.038179,,168.4525528,0.030681891,331.4130554,0.032066027
250,0.031001,205.12,0.038014,,168.1901016,0.030635786,331.7003937,0.031970996
250,0.031102,205.3,0.038007,,167.9232025,0.030678837,331.9679565,0.032107446
250,0.031142,205.47,0.038239,,167.6657486,0.030715324,332.2218475,0.031990853
250,0.031082,205.65,0.038158,,167.3971558,0.030525336,332.4879456,0.03179965
250,0.03092,205.83,0.03823,,167.1504517,0.030710236,332.7409515,0.032032091
250,0.031155,206,0.038263,,166.8849487,0.030512353,332.9931946,0.031949732
250,0.03096,206.18,0.038541,,166.6172028,0.030249825,333.2534027,0.032164209
250,0.031162,206.36,0.038381,,166.3399048,0.030383291,333.51474,0.03215069
250,0.031092,206.53,0.038844,,166.0778046,0.030537265,333.7948456,0.032116861
250,0.031234,206.71,0.038341,,165.821701,0.030355034,334.062912,0.032132739
250,0.031092,206.89,0.03829,,165.5641479,0.030436539,334.3534546,0.032173373
250,0.031202,207.07,0.038391,,165.3043518,0.030355034,334.5990601,0.032280322
250,0.031004,207.24,0.038431,,165.0321045,0.030243101,334.8754425,0.032234468
250,0.030991,207.42,0.038431,,164.7641983,0.030184732,335.1266479,0.032521979
250,0.030447,207.6,0.038633,,164.5070953,0.030126096,335.4136047,0.032299382
250,0.030064,207.77,0.038542,,164.2303467,0.030161822,335.691803,0.03236681
250,0.031224,207.95,0.038491,,163.9575958,0.030024353,335.9431,0.032329165
250,0.031083,208.13,0.038576,,163.7002563,0.030139675,336.2020416,0.032712138
250,0.030972,208.3,0.03836,,163.4582977,0.030276842,336.4451141,0.032364295
250,0.031052,208.48,0.038602,,163.203949,0.030068652,336.6880493,0.032386542
250,0.031083,208.66,0.038713,,162.9597473,0.029877491,336.9467468,0.032422335
250,0.030972,208.83,0.038894,,162.7022476,0.02996479,337.2132416,0.032572233
250,0.030993,209.01,0.038665,,162.4417496,0.030091157,337.4604492,0.032488012
250,0.031153,209.19,0.038995,,162.200798,0.02996479,337.7093964,0.032668895
250,0.031075,209.37,0.038854,,161.9441452,0.029757941,337.9524536,0.032451356
250,0.031082,209.55,0.03883,,161.6477966,0.02991515,338.2168427,0.032640291
250,0.031134,209.72,0.038723,,161.3960953,0.029871474,338.4736481,0.032606384
250,0.031112,209.9,0.039036,,161.1339493,0.029744084,338.7322083,0.03248004
250,0.031113,210.07,0.038934,,160.8837509,0.029792617,338.9868622,0.03269039
250,0.031193,210.25,0.038935,,160.6055984,0.029734919,339.2324982,0.032887026
250,0.031002,210.43,0.039127,,160.3510513,0.029667972,339.4820404,0.032662134
250,0.031011,210.61,0.039177,,160.0887985,0.029663133,339.7310028,0.032825978
250,0.030962,210.78,0.039117,,159.8380508,0.029479733,339.9889069,0.032713301
250,0.030961,210.96,0.038986,,159.540802,0.029579891,340.232254,0.03257053
250,0.031042,211.14,0.039046,,159.2924957,0.029394668,340.4674988,0.032800361
250,0.030951,211.31,0.039224,,158.9935455,0.029666188,340.7343903,0.032829916
250,0.030992,211.49,0.039087,,158.7326431,0.0293616,340.9935455,0.032836255
250,0.030961,211.67,0.039057,,158.4552994,0.029469157,341.2420502,0.032847721
250,0.030982,211.84,0.039127,,158.1837997,0.029318358,341.5026398,0.032791197
250,0.031132,212.02,0.039208,,157.9317474,0.029587528,341.7534485,0.032753609
250,0.031234,212.2,0.039234,,157.6804504,0.029496415,342.0269928,0.032926369
250,0.031142,212.38,0.039389,,157.4238052,0.029791433,342.2984009,0.032805731
250,0.031103,212.55,0.039355,,157.1608963,0.029929495,342.5941925,0.032996628
250,0.03095,212.73,0.039299,,156.9105988,0.029914387,342.8498993,0.033100797
250,0.031195,212.91,0.039622,,156.6570511,0.029863369,343.0987091,0.033045504
250,0.031061,213.08,0.039518,,156.3983459,0.029951043,343.3415527,0.033177107
250,0.030951,213.26,0.0394,,156.1417542,0.030155898,343.618988,0.033030231
250,0.031111,213.44,0.039624,,155.8852005,0.029956389,343.8844452,0.033006681
250,0.03093,213.61,0.039471,,155.6259003,0.030183878,344.1691437,0.03311729
250,0.031091,213.79,0.039491,,155.329155,0.029910568,344.4415131,0.033445149
250,0.031091,213.97,0.039673,,155.090004,0.03008712,344.7040558,0.03308598
250,0.031021,214.14,0.039521,,154.801857,0.029770049,344.9568481,0.033111919
250,0.031093,214.32,0.039572,,154.5485001,0.029954847,345.3675995,0.033246737
250,0.03088,214.5,0.039612,,154.2966995,0.029731865,345.6195984,0.033163875
250,0.031062,214.67,0.039656,,154.0344467,0.029942128,345.8615417,0.033262
250,0.031031,214.85,0.039662,,153.7396011,0.029824271,346.1464386,0.033275373
250,0.030849,215.03,0.039885,,153.4968948,0.029914147,346.424408,0.033314025
250,0.031161,215.2,0.039804,,153.2322006,0.029592874,346.6977386,0.033243299
250,0.031032,215.38,0.039753,,152.9829025,0.029579792,346.9537506,0.033865651
250,0.031182,215.56,0.039844,,152.7322006,0.029544762,347.2040405,0.033265446
250,0.03097,215.74,0.039803,,152.4746475,0.029780738,347.4403992,0.03345616
250,0.031051,215.91,0.039834,,152.1926041,0.029575309,347.6932983,0.033356324
250,0.031021,216.09,0.039834,,151.9358978,0.029287275,347.9499969,0.033206904
250,0.031,216.26,0.040048,,151.6805954,0.02949054,348.2051086,0.033431166
250,0.031112,216.44,0.040156,,151.435997,0.029216053,348.4470978,0.033369408
250,0.031019,216.62,0.040036,,151.1797485,0.029357659,348.7107086,0.033312794
250,0.03102,216.79,0.039934,,150.9272537,0.029413034,348.9680023,0.033468671
250,0.031111,216.97,0.040096,,150.6650009,0.029198048,349.2246094,0.033479278
250,0.030972,217.15,0.040246,,150.4171524,0.029336723,349.4866486,0.033262641
250,0.031212,217.33,0.040127,,150.1583557,0.029234705,349.7547607,0.033474696
250,0.032172,217.5,0.040237,,149.9216995,0.029064545,350.0114899,0.033664529
250,0.030375,217.68,0.040208,,149.6515961,0.029149936,350.1914978,0.03348997
250,0.03101,217.85,0.040167,,149.3922501,0.029189187,350.2397614,0.033551853
250,0.030909,218.03,0.040259,,149.1100998,0.029030037,350.0551453,0.033436512
250,0.031101,218.21,0.040308,,148.8448486,0.028995311,350.0315552,0.033650872
250,0.03105,218.38,0.040359,,148.5971985,0.029020873,349.8707886,0.033558702
250,0.03112,218.56,0.040419,,148.3368988,0.029130126,349.5712433,0.033701747
250,0.03105,218.74,0.040409,,148.0931015,0.029044547,349.2240448,0.033606814
