光学クライオスタット 300K→50K (180806; 1K/min),,光学クライオスタット 50K→300K (180806; 1K/min),,,PPMS 300K→100K (180709; 2K/min),,PPMS 100K→300K (180709; 2K/min),
208.33,0.02691,296.75,0.028049,,,,,
208.16,0.02688,296.93,0.027778,,,,,
207.98,0.026779,297.11,0.027556,,,,,
207.81,0.026668,297.28,0.027687,,,,,
207.63,0.026859,297.46,0.027999,,,,,
207.45,0.026809,297.64,0.027495,,,,,
207.28,0.026688,297.81,0.027757,,,,,
207.1,0.026869,297.99,0.027686,,,,,
206.92,0.026647,298.17,0.027807,,,,,
206.75,0.026688,298.34,0.027848,,,,,
206.57,0.026759,298.52,0.027828,,,,,
206.39,0.026547,298.7,0.027797,,,,,
206.22,0.026658,298.87,0.027505,,,,,
206.04,0.026708,299.05,0.027586,,,,,
205.86,0.026789,299.22,0.02803,,,,,
205.69,0.026587,299.4,0.02813,,,,,
205.51,0.026608,299.58,0.027576,,,,,
205.33,0.026447,299.76,0.02795,,,,,
205.16,0.026456,299.93,0.027797,,,,,
204.98,0.026456,300.06,0.027677,,,,,
204.8,0.026487,300.07,0.027727,,,,,
204.63,0.026265,300.07,0.027949,,,,,
204.45,0.026598,300.07,0.027949,,,,,
204.27,0.026346,300.06,0.028121,,,,,
204.1,0.026376,300.06,0.028071,,,,,
203.92,0.026456,300.05,0.02794,,,,,
203.74,0.026338,300.05,0.028081,,,,,
203.57,0.026245,300.05,0.02803,,,,,
203.39,0.026396,300.05,0.028302,,,,,
203.22,0.026437,300.04,0.02801,,,,,
203.04,0.026398,300.04,0.027899,,,,,
202.86,0.026265,300.04,0.027911,,,,,
202.69,0.026104,,,,,,,
202.51,0.026266,,,,,,,
202.33,0.026175,,,,,,,
202.16,0.026013,,,,,,,
201.98,0.026165,,,,,,,
201.8,0.026174,,,,,,,
201.63,0.026145,,,,,,,
201.45,0.026224,,,,,,,
201.27,0.026044,,,,,,,
201.1,0.026043,,,,,,,
200.92,0.026063,,,,,,,
200.74,0.025932,,,,,,,
200.57,0.025912,,,,,,,
200.39,0.025882,,,,,,,
200.21,0.025811,,,,,,,
200.04,0.02579,,,,,,,
199.92,0.025903,,,,,,,
199.91,0.02572,,,,,,,
199.9,0.025993,,,,,,,
199.91,0.02574,,,,,,,
199.91,0.025539,,,,,,,
199.91,0.025941,,,,,,,
199.92,0.025599,,,,,,,
199.92,0.025811,,,,,,,
199.93,0.025538,,,,,,,
199.93,0.02571,,,,,,,
199.93,0.025629,,,,,,,
199.94,0.025579,,,,,,,
199.94,0.025751,,,,,,,
199.94,0.025588,,,,,,,
199.94,0.025669,,,,,,,
199.92,0.02577,,,,,,,
199.78,0.025648,,,,,,,
199.61,0.025537,,,,,,,
199.43,0.025719,,,,,,,
199.25,0.025507,,,,,,,
199.07,0.025608,,,,,,,
198.89,0.025537,,,,,,,
198.71,0.025568,,,,,,,
198.53,0.025378,,,,,,,
198.35,0.025497,,,,,,,
198.18,0.025428,,,,,,,
198,0.025386,,,,,,,
197.82,0.025598,,,,,,,
197.64,0.025386,,,,,,,
197.46,0.025285,,,,,,,
197.29,0.025487,,,,,,,
197.11,0.025416,,,,,,,
196.93,0.025305,,,,,,,
196.75,0.025114,,,,,,,
196.57,0.025448,,,,,,,
196.4,0.025366,,,,,,,
196.22,0.025396,,,,,,,
196.04,0.025426,,,,,,,
195.87,0.025154,,,,,,,
195.69,0.025295,,,,,,,
195.51,0.025406,,,,,,,
195.34,0.025114,,,,,,,
195.16,0.025224,,,,,,,
194.98,0.025295,,,,,,,
194.81,0.025083,,,,,,,
194.63,0.025085,,,,,,,
194.45,0.025295,,,,,,,
194.28,0.025214,,,,,,,
194.1,0.025053,,,,,,,
193.92,0.025043,,,,,,,
193.74,0.025103,,,,,,,
193.56,0.025095,,,,,,,
193.39,0.025033,,,,,,,
193.21,0.025156,,,,,,,
193.04,0.025093,,,,,,,
192.86,0.025115,,,,,,,
192.68,0.024942,,,,,,,
192.51,0.024761,,,,,,,
192.33,0.025043,,,,,,,
192.15,0.024821,,,,,,,
191.98,0.024972,,,,,,,
191.8,0.024982,,,,,,,
191.62,0.024861,,,,,,,
191.44,0.024821,,,,,,,
191.27,0.02469,,,,,,,
191.09,0.02475,,,,,,,
190.91,0.024855,,,,,,,
190.74,0.02484,,,,,,,
190.56,0.02477,,,,,,,
190.38,0.024679,,,,,,,
190.21,0.024721,,,,,,,
190.03,0.024659,,,,,,,
189.85,0.02456,,,,,,,
189.68,0.024679,,,,,,,
189.5,0.024487,,,,,,,
189.32,0.0247,,,,,,,
189.15,0.024699,,,,,,,
188.97,0.024558,,,,,,,
188.79,0.024679,,,,,,,
188.62,0.024508,,,,,,,
188.44,0.024487,,,,,,,
188.26,0.024568,,,,,,,
188.08,0.024367,,,,,,,
187.91,0.024276,,,,,,,
187.73,0.024467,,,,,,,
187.55,0.024387,,,,,,,
187.38,0.024328,,,,,,,
187.2,0.024266,,,,,,,
187.02,0.024225,,,,,,,
186.84,0.024336,,,,,,,
186.67,0.024427,,,,,,,
186.49,0.024209,,,,,,,
186.31,0.024034,,,,,,,
186.13,0.024296,,,,,,,
185.96,0.024054,,,,,,,
185.78,0.024175,,,,,,,
185.61,0.024054,,,,,,,
185.43,0.024245,,,,,,,
185.25,0.023924,,,,,,,
185.08,0.024103,,,,,,,
184.9,0.024083,,,,,,,
184.72,0.024028,,,,,,,
184.54,0.023972,,,,,,,
184.37,0.024154,,,,,,,
184.19,0.024003,,,,,,,
184.01,0.023861,,,,,,,
183.84,0.023992,,,,,,,
183.66,0.023942,,,,,,,
183.48,0.023972,,,,,,,
183.31,0.0238,,,,,,,
183.13,0.024063,,,,,,,
182.95,0.023851,,,,,,,
182.77,0.02374,,,,,,,
182.6,0.0238,,,,,,,
182.42,0.02379,,,,,,,
182.24,0.023783,,,,,,,
182.07,0.023801,,,,,,,
181.89,0.023912,,,,,,,
181.71,0.02368,,,,,,,
181.54,0.023611,,,,,,,
181.36,0.023468,,,,,,,
181.18,0.02371,,,,,,,
181,0.023478,,,,,,,
180.83,0.023569,,,,,,,
180.65,0.023448,,,,,,,
180.47,0.023488,,,,,,,
180.3,0.02357,,,,,,,
180.12,0.023559,,,,,,,
179.94,0.023417,,,,,,,
179.77,0.023599,,,,,,,
179.59,0.023508,,,,,,,
179.41,0.023246,,,,,,,
179.25,0.023326,,,,,,,
179.06,0.023346,,,,,,,
178.88,0.023387,,,,,,,
178.7,0.023316,,,,,,,
178.53,0.023336,,,,,,,
178.35,0.023104,,,,,,,
178.17,0.023177,,,,,,,
178,0.023326,,,,,,,
177.82,0.023348,,,,,,,
177.64,0.023195,,,,,,,
177.47,0.023177,,,,,,,
177.29,0.023195,,,,,,,
177.11,0.023277,,,,,,,
176.94,0.023346,,,,,,,
176.76,0.023164,,,,,,,
176.58,0.023104,,,,,,,
176.41,0.022923,,,,,,,
176.23,0.022755,,,,,,,
176.05,0.022993,,,,,,,
175.88,0.022915,,,,,,,
175.7,0.022862,,,,,,,
175.52,0.022771,,,,,,,
175.35,0.022892,,,,,,,
175.17,0.022994,,,,,,,
174.99,0.02252,,,,,,,
174.82,0.022862,,,,,,,
174.64,0.022993,,,,,,,
174.46,0.022762,,,,,,,
174.28,0.022691,,,,,,,
174.11,0.022671,,,,,,,
173.93,0.022722,,,,,,,
173.75,0.022661,,,,,,,
173.58,0.022701,,,,,,,
173.4,0.022625,,,,,,,
173.22,0.022611,,,,,,,
173.05,0.022683,,,,,,,
172.87,0.02253,,,,,,,
172.69,0.020817,,,,,,,
172.52,0.022672,,,,,,,
172.34,0.022429,,,,,,,
172.16,0.022421,,,,,,,
171.98,0.022601,,,,,,,
171.81,0.02243,,,,,,,
171.63,0.02239,,,,,,,
171.45,0.022601,,,,,,,
171.28,0.02249,,,,,,,
171.1,0.022621,,,,,,,
170.92,0.02248,,,,,,,
170.75,0.022581,,,,,,,
170.57,0.02245,,,,,,,
170.39,0.022178,,,,,,,
170.21,0.02225,,,,,,,
170.04,0.022459,,,,,,,
169.86,0.022066,,,,,,,
169.69,0.022268,,,,,,,
169.51,0.022078,,,,,,,
169.33,0.022066,,,,,,,
169.15,0.022119,,,,,,,
168.98,0.022197,,,,,,,
168.8,0.022097,,,,,,,
168.62,0.022107,,,,,,,
168.45,0.021995,,,,,,,
168.27,0.022006,,,,,,,
168.09,0.022088,,,,,,,
167.92,0.022096,,,,,,,
167.74,0.021975,,,,,,,
167.56,0.021955,,,,,,,
167.39,0.021774,,,,,,,
167.21,0.021955,,,,,,,
167.03,0.022025,,,,,,,
166.86,0.021914,,,,,,,
166.68,0.021783,,,,,,,
166.5,0.021783,,,,,,,
166.33,0.021814,,,,,,,
166.15,0.021884,,,,,,,
165.97,0.021823,,,,,,,
165.79,0.021793,,,,,,,
165.62,0.021823,,,,,,,
165.44,0.021733,,,,,,,
165.26,0.021632,,,,,,,
165.09,0.021672,,,,,,,
164.91,0.021785,,,,,,,
164.73,0.021611,,,,,,,
164.56,0.021581,,,,,,,
164.38,0.021712,,,,,,,
164.2,0.021501,,,,,,,
164.03,0.0215,,,,,,,
163.85,0.021561,,,,,,,
163.67,0.021645,,,,,,,
163.49,0.021581,,,,,,,
163.32,0.02146,,,,,,,
163.14,0.02149,,,,,,,
162.97,0.02149,,,,,,,
162.79,0.021565,,,,,,,
162.61,0.021248,,,,,,,
162.43,0.021248,,,,,,,
162.26,0.028002,,,,,,,
162.08,0.021208,,,,,,,
161.9,0.021339,,,,,,,
161.72,0.02143,,,,,,,
161.55,0.021198,,,,,,,
161.37,0.021359,,,,,,,
161.19,0.021147,,,,,,,
161.02,0.021232,,,,,,,
160.84,0.020986,,,,,,,
160.66,0.021127,,,,,,,
160.49,0.021278,,,,,,,
160.31,0.021087,,,,,,,
160.13,0.021238,,,,,,,
159.96,0.021278,,,,,,,
159.78,0.020989,,,,,,,
159.6,0.021066,,,,,,,
159.42,0.020915,,,,,,,
159.25,0.020835,,,,,,,
159.07,0.020774,,,,,,,
158.89,0.020855,,,,,,,
158.72,0.021007,,,,,,,
158.54,0.021138,,,,,,,
158.36,0.020865,,,,,,,
158.18,0.020906,,,,,,,
158.01,0.020839,,,,,,,
157.83,0.020785,,,,,,,
157.66,0.020646,,,,,,,
157.48,0.020775,,,,,,,
157.3,0.020826,,,,,,,
157.13,0.020674,,,,,,,
156.95,0.020685,,,,,,,
156.77,0.020704,,,,,,,
156.6,0.020785,,,,,,,
156.42,0.020765,,,,,,,
156.24,0.020724,,,,,,,
156.07,0.020593,,,,,,,
155.89,0.020623,,,,,,,
155.71,0.020515,,,,,,,
155.53,0.020634,,,,,,,
155.36,0.020653,,,,,,,
155.18,0.020633,,,,,,,
155,0.020422,,,,,,,
154.83,0.020542,,,,,,,
154.65,0.020542,,,,,,,
154.47,0.020452,,,,,,,
154.3,0.020432,,,,,,,
154.12,0.020475,,,,,,,
153.94,0.02029,,,,,,,
153.76,0.020451,,,,,,,
153.59,0.020321,,,,,,,
153.41,0.020391,,,,,,,
153.23,0.02034,,,,,,,
153.06,0.020411,,,,,,,
152.88,0.020191,,,,,,,
152.7,0.02027,,,,,,,
152.52,0.02027,,,,,,,
152.35,0.0203,,,,,,,
152.17,0.020229,,,,,,,
151.99,0.020169,,,,,,,
151.82,0.019988,,,,,,,
151.64,0.020188,,,,,,,
151.46,0.020059,,,,,,,
151.29,0.020138,,,,,,,
151.11,0.0201,,,,,,,
150.93,0.020148,,,,,,,
150.76,0.020128,,,,,,,
150.58,0.020028,,,,,,,
150.4,0.020249,,,,,,,
150.23,0.019876,,,,,,,
150.05,0.019796,,,,,,,
149.87,0.019959,,,,,,,
149.7,0.020148,,,,,,,
149.52,0.019635,,,,,,,
149.34,0.019937,,,,,,,
149.17,0.019977,,,,,,,
148.99,0.019896,,,,,,,
148.81,0.019979,,,,,,,
148.64,0.019896,,,,,,,
148.46,0.019937,,,,,,,
148.28,0.019977,,,,,,,
148.1,0.019846,,,,,,,
147.93,0.019856,,,,,,,
147.75,0.019685,,,,,,,
147.57,0.019634,,,,,,,
147.4,0.019856,,,,,,,
147.22,0.019755,,,,,,,
147.04,0.019916,,,,,,,
146.87,0.019836,,,,,,,
146.69,0.019858,,,,,,,
146.51,0.020018,,,,,,,
146.34,0.02036,,,,,,,
146.16,0.019957,,,,,,,
145.98,0.019856,,,,,,,
145.81,0.020128,,,,,,,
145.63,0.020038,,,,,,,
145.45,0.019918,,,,,,,
145.28,0.020007,,,,,,,
145.1,0.020028,,,,,,,
144.92,0.019846,,,,,,,
144.75,0.019978,,,,,,,
144.57,0.019938,,,,,,,
144.39,0.019917,,,,,,,
144.22,0.01985,,,,,,,
144.04,0.019745,,,,,,,
143.86,0.019866,,,,,,,
143.68,0.019789,,,,,,,
143.51,0.019604,,,,,,,
143.33,0.019423,,,,,,,
143.15,0.019735,,,,,,,
142.97,0.019533,,,,,,,
142.8,0.019645,,,,,,,
142.62,0.019664,,,,,,,
142.44,0.019564,,,,,,,
142.27,0.019553,,,,,,,
142.09,0.019563,,,,,,,
141.91,0.019715,,,,,,,
141.74,0.020027,,,,,,,
141.56,0.019987,,,,,,,
141.38,0.019875,,,,,,,
141.21,0.019886,,,,,,,
141.03,0.019876,,,,,,,
140.85,0.019987,,,,,,,
140.67,0.019977,,,,,,,
140.5,0.019787,,,,,,,
140.32,0.019664,,,,,,,
140.15,0.020007,,,,,,,
139.97,0.019845,,,,,,,
139.79,0.020047,,,,,,,
139.62,0.019956,,,,,,,
139.44,0.019835,,,,,,,
139.26,0.019916,,,,,,,
139.09,0.019915,,,,,,,
138.91,0.019718,,,,,,,
138.73,0.019795,,,,,,,
138.55,0.019756,,,,,,,
138.38,0.019936,,,,,,,
138.2,0.019765,,,,,,,
138.02,0.019815,,,,,,,
137.85,0.019805,,,,,,,
137.67,0.019895,,,,,,,
137.49,0.020036,,,,,,,
137.32,0.019838,,,,,,,
137.14,0.019664,,,,,,,
136.96,0.019704,,,,,,,
136.79,0.019745,,,,,,,
136.61,0.01997,,,,,,,
136.43,0.019765,,,,,,,
136.25,0.019765,,,,,,,
136.08,0.019775,,,,,,,
135.9,0.019644,,,,,,,
135.73,0.019714,,,,,,,
135.55,0.019655,,,,,,,
135.37,0.019966,,,,,,,
135.19,0.019724,,,,,,,
135.02,0.019644,,,,,,,
134.84,0.019715,,,,,,,
134.67,0.019714,,,,,,,
134.49,0.019504,,,,,,,
134.31,0.019573,,,,,,,
134.14,0.019866,,,,,,,
133.96,0.019745,,,,,,,
133.78,0.019616,,,,,,,
133.61,0.019563,,,,,,,
133.43,0.019665,,,,,,,
133.25,0.019785,,,,,,,
133.07,0.019553,,,,,,,
132.9,0.019371,,,,,,,
132.72,0.019976,,,,,,,
132.54,0.020249,,,,,,,
132.37,0.020299,,,,,,,
132.19,0.020329,,,,,,,
132.01,0.0205,,,,,,,
131.83,0.0205,,,,,,,
131.66,0.02052,,,,,,,
131.48,0.020621,,,,,,,
131.31,0.020644,,,,,,,
131.13,0.020429,,,,,,,
130.95,0.020419,,,,,,,
130.78,0.02054,,,,,,,
130.6,0.020492,,,,,,,
130.43,0.020298,,,,,,,
130.25,0.02049,,,,,,,
130.07,0.020359,,,,,,,
129.89,0.020601,,,,,,,
129.72,0.020479,,,,,,,
129.54,0.02053,,,,,,,
129.36,0.020519,,,,,,,
129.19,0.02041,,,,,,,
129.01,0.020429,,,,,,,
128.83,0.020378,,,,,,,
128.65,0.020533,,,,,,,
128.48,0.020469,,,,,,,
128.3,0.020267,,,,,,,
128.12,0.020499,,,,,,,
127.95,0.020278,,,,,,,
127.77,0.020237,,,,,,,
127.59,0.020451,,,,,,,
127.42,0.020207,,,,,,,
127.24,0.020309,,,,,,,
127.06,0.020197,,,,,,,
126.89,0.020269,,,,,,,
126.71,0.020016,,,,,,,
126.53,0.020308,,,,,,,
126.36,0.020247,,,,,,,
126.18,0.020116,,,,,,,
126,0.020188,,,,,,,
125.83,0.020267,,,,,,,
125.65,0.020138,,,,,,,
125.47,0.020257,,,,,,,
125.3,0.019907,,,,,,,
125.12,0.020167,,,,,,,
124.94,0.019917,,,,,,,
124.77,0.019985,,,,,,,
124.59,0.020107,,,,,,,
124.41,0.01927,,,,,,,
124.24,0.019966,,,,,,,
124.06,0.019985,,,,,,,
123.88,0.019976,,,,,,,
123.7,0.0202,,,,,,,
123.53,0.019986,,,,,,,
123.35,0.020057,,,,,,,
123.17,0.019905,,,,,,,
123,0.019825,,,,,,,
122.82,0.019654,,,,,,,
122.64,0.019864,,,,,,,
122.47,0.019885,,,,,,,
122.29,0.019946,,,,,,,
122.11,0.019895,,,,,,,
121.94,0.019784,,,,,,,
121.76,0.019885,,,,,,,
121.58,0.019865,,,,,,,
121.41,0.019885,,,,,,,
121.23,0.019985,,,,,,,
121.05,0.019794,,,,,,,
120.88,0.019693,,,,,,,
120.7,0.020007,,,,,,,
120.52,0.019854,,,,,,,
120.35,0.019824,,,,,,,
120.17,0.019633,,,,,,,
119.99,0.019874,,,,,,,
119.81,0.019773,,,,,,,
119.64,0.019743,,,,,,,
119.46,0.019885,,,,,,,
119.28,0.019652,,,,,,,
119.11,0.019672,,,,,,,
118.93,0.019823,,,,,,,
118.75,0.019605,,,,,,,
118.58,0.019683,,,,,,,
118.4,0.019561,,,,,,,
118.22,0.019702,,,,,,,
118.05,0.019644,,,,,,,
117.87,0.019461,,,,,,,
117.69,0.019612,,,,,,,
117.52,0.019662,,,,,,,
117.34,0.019703,,,,,,,
117.16,0.019783,,,,,,,
116.99,0.019694,,,,,,,
116.81,0.019471,,,,,,,
116.63,0.019813,,,,,,,
116.46,0.019784,,,,,,,
116.28,0.019906,,,,,,,
116.11,0.019773,,,,,,,
115.93,0.019693,,,,,,,
115.75,0.021184,,,,,,,
115.57,0.019764,,,,,,,
115.4,0.019703,,,,,,,
115.22,0.019754,,,,,,,
115.04,0.019734,,,,,,,
114.87,0.019723,,,,,,,
114.69,0.019654,,,,,,,
114.51,0.019602,,,,,,,
114.34,0.019633,,,,,,,
114.16,0.019541,,,,,,,
113.98,0.01938,,,,,,,
113.81,0.019581,,,,,,,
113.63,0.019602,,,,,,,
113.45,0.019642,,,,,,,
113.28,0.019422,,,,,,,
113.1,0.019592,,,,,,,
112.92,0.019513,,,,,,,
112.75,0.019512,,,,,,,
112.57,0.019401,,,,,,,
112.39,0.01936,,,,,,,
112.22,0.019402,,,,,,,
112.04,0.019219,,,,,,,
111.86,0.019501,,,,,,,
111.69,0.019279,,,,,,,
111.51,0.019129,,,,,,,
111.33,0.019149,,,,,,,
111.16,0.018917,,,,,,,
110.98,0.019148,,,,,,,
110.8,0.018987,,,,,,,
110.63,0.02324,,,,,,,
110.45,0.024348,,,,,,,
110.27,0.024903,,,,,,,
110.1,0.024581,,,,,,,
109.92,0.025094,,,,,,,
109.75,0.025124,,,,,,,
109.57,0.025267,,,,,,,
109.39,0.025063,,,,,,,
109.22,0.025154,,,,,,,
109.04,0.025144,,,,,,,
108.86,0.025317,,,,,,,
108.68,0.025285,,,,,,,
108.51,0.025245,,,,,,,
108.33,0.025235,,,,,,,
108.16,0.025035,,,,,,,
107.98,0.025346,,,,,,,
107.8,0.025447,,,,,,,
107.63,0.025034,,,,,,,
107.45,0.025226,,,,,,,
107.27,0.025145,,,,,,,
107.1,0.025135,,,,,,,
106.92,0.025094,,,,,,,
106.75,0.025004,,,,,,,
106.57,0.025154,,,,,,,
106.39,0.025076,,,,,,,
106.21,0.024943,,,,,,,
106.04,0.024974,,,,,,,
105.86,0.024973,,,,,,,
105.69,0.025096,,,,,,,
105.51,0.024994,,,,,,,
105.33,0.025004,,,,,,,
105.15,0.024963,,,,,,,
104.98,0.024883,,,,,,,
104.8,0.024913,,,,,,,
104.62,0.024913,,,,,,,
104.45,0.024762,,,,,,,
104.27,0.024199,,,,,,,
104.09,0.024329,,,,,,,
103.92,0.02454,,,,,,,
103.74,0.024922,,,,,,,
103.57,0.024893,,,,,,,
103.39,0.024842,,,,,,,
103.21,0.024944,,,,,,,
103.04,0.024983,,,,,,,
102.86,0.024933,,,,,,,
102.68,0.025124,,,,,,,
102.51,0.025054,,,,,,,
102.33,0.024982,,,,,,,
102.15,0.025033,,,,,,,
101.98,0.025083,,,,,,,
101.8,0.024983,,,,,,,
101.62,0.025103,,,,,,,
101.45,0.025123,,,,,,,
101.27,0.024538,,,,,,,
101.09,0.029829,,,,,,,
100.92,0.024971,,,,,,,
100.74,0.024972,,,,,,,
100.56,0.024659,,,,,,,
100.39,0.024801,,,,,,,
100.21,0.02483,,,,,,,
100.03,0.024901,,,,,,,
99.938,0.024649,,,,,,,
99.922,0.024732,,,,,,,
99.918,0.02479,,,,,,,
99.918,0.024609,,,,,,,
99.92,0.024659,,,,,,,
99.922,0.024619,,,,,,,
99.925,0.024528,,,,,,,
99.928,0.02478,,,,,,,
99.931,0.024619,,,,,,,
99.934,0.024538,,,,,,,
99.937,0.024517,,,,,,,
99.94,0.024488,,,,,,,
99.941,0.024541,,,,,,,
99.943,0.024549,,,,,,,
99.945,0.024258,,,,,,,
99.948,0.024196,,,,,,,
99.95,0.024338,,,,,,,
99.952,0.024458,,,,,,,
99.954,0.024367,,,,,,,
99.956,0.024448,,,,,,,
99.958,0.024408,,,,,,,
99.958,0.024227,,,,,,,
99.961,0.024529,,,,,,,
99.962,0.024126,,,,,,,
99.965,0.024347,,,,,,,
99.967,0.024397,,,,,,,
99.968,0.024468,,,,,,,
99.969,0.024418,,,,,,,
99.971,0.024419,,,,,,,
99.973,0.024307,,,,,,,
99.973,0.024258,,,,,,,
99.973,0.024196,,,,,,,
99.974,0.024277,,,,,,,
99.976,0.024175,,,,,,,
99.977,0.024246,,,,,,,
99.979,0.024115,,,,,,,
99.981,0.024418,,,,,,,
99.982,0.024276,,,,,,,
99.983,0.024347,,,,,,,
99.984,0.024145,,,,,,,
99.985,0.023359,,,,,,,
99.986,0.021918,,,,,,,
99.989,0.024226,,,,,,,
99.988,0.024165,,,,,,,
99.989,0.024367,,,,,,,
99.99,0.024165,,,,,,,
99.99,0.024236,,,,,,,
99.99,0.024246,,,,,,,
99.99,0.024337,,,,,,,
99.95,0.024205,,,,,,,
99.799,0.024287,,,,,,,
99.628,0.024377,,,,,,,
99.452,0.024156,,,,,,,
99.276,0.024256,,,,,,,
99.096,0.024246,,,,,,,
98.92,0.024084,,,,,,,
98.74,0.024205,,,,,,,
98.562,0.024196,,,,,,,
98.385,0.023863,,,,,,,
98.208,0.024155,,,,,,,
98.028,0.024105,,,,,,,
97.849,0.023984,,,,,,,
97.67,0.023923,,,,,,,
97.491,0.024205,,,,,,,
97.312,0.023994,,,,,,,
97.135,0.023895,,,,,,,
96.956,0.023964,,,,,,,
96.778,0.023985,,,,,,,
96.6,0.023974,,,,,,,
96.421,0.023965,,,,,,,
96.242,0.024085,,,,,,,
96.064,0.023945,,,,,,,
95.888,0.023954,,,,,,,
95.711,0.023896,,,,,,,
95.534,0.023914,,,,,,,
95.354,0.023885,,,,,,,
95.178,0.023975,,,,,,,
94.999,0.023865,,,,,,,
94.819,0.023793,,,,,,,
94.642,0.023682,,,,,,,
94.468,0.023742,,,,,,,
94.29,0.023783,,,,,,,
94.114,0.023671,,,,,,,
93.936,0.023642,,,,,,,
93.759,0.023561,,,,,,,
93.58,0.023482,,,,,,,
93.403,0.023722,,,,,,,
93.224,0.023591,,,,,,,
93.05,0.02355,,,,,,,
92.873,0.023342,,,,,,,
92.695,0.023682,,,,,,,
92.517,0.02349,,,,,,,
92.341,0.02349,,,,,,,
92.16,0.023631,,,,,,,
91.983,0.023328,,,,,,,
91.807,0.023177,,,,,,,
91.631,0.02338,,,,,,,
91.456,0.023309,,,,,,,
91.277,0.023258,,,,,,,
91.102,0.02347,,,,,,,
90.923,0.02328,,,,,,,
90.745,0.023359,,,,,,,
90.569,0.023047,,,,,,,
90.393,0.023158,,,,,,,
90.215,0.023017,,,,,,,
90.04,0.023218,,,,,,,
89.863,0.023198,,,,,,,
89.686,0.023067,,,,,,,
89.509,0.023027,,,,,,,
89.331,0.023188,,,,,,,
89.155,0.023167,,,,,,,
88.977,0.023249,,,,,,,
88.801,0.022039,,,,,,,
88.623,0.022936,,,,,,,
88.446,0.022614,,,,,,,
88.269,0.022815,,,,,,,
88.094,0.022755,,,,,,,
87.917,0.022867,,,,,,,
87.74,0.022734,,,,,,,
87.562,0.022674,,,,,,,
87.384,0.022865,,,,,,,
87.208,0.022554,,,,,,,
87.029,0.022624,,,,,,,
86.85,0.022684,,,,,,,
86.673,0.022563,,,,,,,
86.497,0.022623,,,,,,,
86.32,0.022533,,,,,,,
86.141,0.022452,,,,,,,
85.964,0.022381,,,,,,,
85.785,0.022331,,,,,,,
85.612,0.022381,,,,,,,
85.437,0.022304,,,,,,,
85.262,0.02226,,,,,,,
85.083,0.022331,,,,,,,
84.908,0.02219,,,,,,,
84.73,0.022331,,,,,,,
84.551,0.02228,,,,,,,
84.375,0.022282,,,,,,,
84.2,0.02223,,,,,,,
84.024,0.02204,,,,,,,
83.847,0.022069,,,,,,,
83.669,0.02206,,,,,,,
83.493,0.022099,,,,,,,
83.317,0.021807,,,,,,,
83.141,0.021947,,,,,,,
82.965,0.022059,,,,,,,
82.79,0.021807,,,,,,,
82.61,0.021788,,,,,,,
82.434,0.021777,,,,,,,
82.257,0.021837,,,,,,,
82.08,0.021837,,,,,,,
81.9,0.021626,,,,,,,
81.726,0.021656,,,,,,,
81.551,0.021576,,,,,,,
81.374,0.021636,,,,,,,
81.199,0.021525,,,,,,,
81.026,0.021485,,,,,,,
80.849,0.021474,,,,,,,
80.672,0.021505,,,,,,,
80.496,0.021605,,,,,,,
80.318,0.021415,,,,,,,
80.141,0.021444,,,,,,,
79.962,0.021334,,,,,,,
79.783,0.021585,,,,,,,
79.602,0.021374,,,,,,,
79.425,0.021131,,,,,,,
79.251,0.021081,,,,,,,
79.077,0.021142,,,,,,,
78.899,0.021092,,,,,,,
78.725,0.021232,,,,,,,
78.549,0.021141,,,,,,,
78.373,0.021061,,,,,,,
78.199,0.021111,,,,,,,
78.022,0.02098,,,,,,,
77.847,0.020839,,,,,,,
77.668,0.02098,,,,,,,
77.486,0.02095,,,,,,,
77.308,0.020819,,,,,,,
77.133,0.020779,,,,,,,
76.957,0.020869,,,,,,,
76.78,0.020729,,,,,,,
76.594,0.020798,,,,,,,
76.41,0.02103,,,,,,,
76.23,0.020597,,,,,,,
76.05,0.020729,,,,,,,
75.872,0.020577,,,,,,,
75.695,0.020416,,,,,,,
75.519,0.020536,,,,,,,
75.343,0.020356,,,,,,,
75.165,0.020446,,,,,,,
74.989,0.020587,,,,,,,
74.815,0.020577,,,,,,,
74.638,0.020367,,,,,,,
74.465,0.020386,,,,,,,
74.289,0.020386,,,,,,,
74.116,0.020134,,,,,,,
73.938,0.020114,,,,,,,
73.763,0.020154,,,,,,,
73.586,0.020053,,,,,,,
73.411,0.020053,,,,,,,
73.233,0.020176,,,,,,,
73.059,0.019972,,,,,,,
72.882,0.019953,,,,,,,
72.706,0.019962,,,,,,,
72.529,0.020053,,,,,,,
72.351,0.019962,,,,,,,
72.174,0.019861,,,,,,,
71.997,0.019871,,,,,,,
71.822,0.01975,,,,,,,
71.646,0.019782,,,,,,,
71.474,0.01968,,,,,,,
71.298,0.019601,,,,,,,
71.123,0.019841,,,,,,,
70.946,0.01951,,,,,,,
70.768,0.019548,,,,,,,
70.591,0.01954,,,,,,,
70.416,0.019508,,,,,,,
70.237,0.019438,,,,,,,
70.061,0.019508,,,,,,,
69.885,0.019357,,,,,,,
69.713,0.019296,,,,,,,
69.535,0.019348,,,,,,,
69.358,0.019548,,,,,,,
69.181,0.019387,,,,,,,
69.002,0.019216,,,,,,,
68.825,0.019247,,,,,,,
