*HW_R_ROD_ID,"RCR0022"
*HW_R_ROD_NAME,"ROD_adaptor"
*HW_R_ROD_NAME_INTERNAL,"ROD_adaptor"
*HW_R_RPS_ID,"RSO0021"
*HW_R_RPS_NAME,"RPS_adaptor"
*HW_R_RPS_NAME_INTERNAL,"RPS_adaptor"
*HW_R_RS_ID,"RRS0022"
*HW_R_RS_NAME,"Virtual"
*HW_R_RS_NAME_INTERNAL,"Virtual"
*HW_R_SS_ID,"RSS0022"
*HW_R_SS_NAME,"Auto_Zr"
*HW_R_SS_NAME_INTERNAL,"Auto_Zr"
*HW_ROBOT_NAME,"No_unit"
*HW_ROBOT_NAME_INTERNAL,"No_unit"
*HW_SAMPLE_CAMERA_NAME,"SampleCamera_DirectTopHR(ThinFilm)"
*HW_SAMPLE_CAMERA_NAME_INTERNAL,"SampleCamera_DirectTopHR(ThinFilm)"
*HW_SAMPLE_HOLDER_ID,"SMP0021"
*HW_SAMPLE_HOLDER_NAME,"Z_ChiPhi"
*HW_SAMPLE_HOLDER_NAME_INTERNAL,"Z_ChiPhi"
*HW_SAMPLE_NAME,"WaferSample"
*HW_SAMPLE_NAME_INTERNAL,"WaferSample"
*HW_SAMPLE_PLATE_NAME,"ForWafer"
*HW_SAMPLE_PLATE_NAME_INTERNAL,"ForWafer"
*HW_SAMPLE_SPACER_NAME,"0-3mm"
*HW_SAMPLE_SPACER_NAME_INTERNAL,"0-3mm"
*HW_USERINFO_CATALOG_NO,""
*HW_USERINFO_MODEL,""
*HW_USERINFO_ORDER_NO,""
*HW_USERINFO_SERIAL_NO,""
*HW_VER_RCD_COUNTER_UNIT,"N/A"
*HW_VER_RCD_CPU,"3.3.7"
*HW_VER_RCD_FPGA,"1.2.3"
*HW_VER_RCD_GONIO_UNIT,"6.3.0"
*HW_VER_RCD_INCIDENT_UNIT,"6.4.0"
*HW_VER_RCD_RECEIVING_UNIT,"8.0.1"
*HW_VER_RCD_TYPE,"RINC"
*HW_VER_XGC_CPU,"3.3.7"
*HW_VER_XGC_CW,"3.0.0"
*HW_VER_XGC_HV,"3.0.0"
*HW_VER_XGC_RS1,"3.0.0"
*HW_VER_XGC_RS2,"N/A"
*HW_VER_XGC_RT,"2.2.0"
*HW_VER_XGC_TYPE,"RINC"
*HW_XG_CURRENT_UNIT,"mA"
*HW_XG_FOCUS,"0.4mm x 8mm"
*HW_XG_FOCUS_TYPE,"Fine"
*HW_XG_TARGET_ATOMIC_NUMBER,"29"
*HW_XG_TARGET_NAME,"Cu"
*HW_XG_TYPE,"ROTA"
*HW_XG_VOLTAGE_UNIT,"kV"
*HW_XG_WAVE_LENGTH_ALPHA1,"1.540593"
*HW_XG_WAVE_LENGTH_ALPHA2,"1.544414"
*HW_XG_WAVE_LENGTH_BETA,"1.392246"
*HW_XG_WAVE_LENGTH_UNIT,"Angstrom"
*MEAS_COND_AXIS_NAME_INTERNAL-0,"ThetaS"
*MEAS_COND_AXIS_NAME_INTERNAL-1,"ThetaD"
*MEAS_COND_AXIS_NAME_INTERNAL-10,"PrimaryMirrorType"
*MEAS_COND_AXIS_NAME_INTERNAL-100,"LED1"
*MEAS_COND_AXIS_NAME_INTERNAL-101,"LED2"
*MEAS_COND_AXIS_NAME_INTERNAL-102,"DigitalZoom"
*MEAS_COND_AXIS_NAME_INTERNAL-103,"IncidentPrimary"
*MEAS_COND_AXIS_NAME_INTERNAL-104,"IncidentMonochromator"
*MEAS_COND_AXIS_NAME_INTERNAL-105,"ReceivingOptics"
*MEAS_COND_AXIS_NAME_INTERNAL-106,"CounterMonochromatorKind"
*MEAS_COND_AXIS_NAME_INTERNAL-11,"CBOType"
*MEAS_COND_AXIS_NAME_INTERNAL-12,"CBO-M"
*MEAS_COND_AXIS_NAME_INTERNAL-13,"CBO"
*MEAS_COND_AXIS_NAME_INTERNAL-14,"IncidentMonochromator-OmegaM"
*MEAS_COND_AXIS_NAME_INTERNAL-15,"IncidentSollerSlit"
*MEAS_COND_AXIS_NAME_INTERNAL-16,"IncidentSlitBox"
*MEAS_COND_AXIS_NAME_INTERNAL-17,"IncidentSlitBox"
*MEAS_COND_AXIS_NAME_INTERNAL-18,"IncidentSlitBox"
*MEAS_COND_AXIS_NAME_INTERNAL-19,"Zs"
*MEAS_COND_AXIS_NAME_INTERNAL-2,"TwoTheta"
*MEAS_COND_AXIS_NAME_INTERNAL-20,"IncidentAxdSlit"
*MEAS_COND_AXIS_NAME_INTERNAL-21,"IncidentAxdSlit"
*MEAS_COND_AXIS_NAME_INTERNAL-22,"IncidentAxdSlit"
*MEAS_COND_AXIS_NAME_INTERNAL-23,"InFilter"
*MEAS_COND_AXIS_NAME_INTERNAL-24,"Chi"
*MEAS_COND_AXIS_NAME_INTERNAL-25,"Phi"
*MEAS_COND_AXIS_NAME_INTERNAL-26,"Z"
*MEAS_COND_AXIS_NAME_INTERNAL-27,"Alpha"
*MEAS_COND_AXIS_NAME_INTERNAL-28,"Beta"
*MEAS_COND_AXIS_NAME_INTERNAL-29,"TwoThetaChiPhi"
*MEAS_COND_AXIS_NAME_INTERNAL-3,"Omega"
*MEAS_COND_AXIS_NAME_INTERNAL-30,"AlphaI"
*MEAS_COND_AXIS_NAME_INTERNAL-31,"BetaI"
*MEAS_COND_AXIS_NAME_INTERNAL-32,"TwoThetaB"
*MEAS_COND_AXIS_NAME_INTERNAL-33,"X"
*MEAS_COND_AXIS_NAME_INTERNAL-34,"Y"
*MEAS_COND_AXIS_NAME_INTERNAL-35,"ReceivingSlitBox1"
*MEAS_COND_AXIS_NAME_INTERNAL-36,"ReceivingSlitBox1"
*MEAS_COND_AXIS_NAME_INTERNAL-37,"ReceivingSlitBox1"
*MEAS_COND_AXIS_NAME_INTERNAL-38,"Zr"
*MEAS_COND_AXIS_NAME_INTERNAL-39,"Filter"
*MEAS_COND_AXIS_NAME_INTERNAL-4,"TwoThetaTheta"
*MEAS_COND_AXIS_NAME_INTERNAL-40,"PSA"
*MEAS_COND_AXIS_NAME_INTERNAL-41,"ReceivingSollerSlit"
*MEAS_COND_AXIS_NAME_INTERNAL-42,"ReceivingSlitBox2"
*MEAS_COND_AXIS_NAME_INTERNAL-43,"ReceivingSlitBox2"
*MEAS_COND_AXIS_NAME_INTERNAL-44,"ReceivingSlitBox2"
*MEAS_COND_AXIS_NAME_INTERNAL-45,"ModuleSensorType"
*MEAS_COND_AXIS_NAME_INTERNAL-46,"PHA"
*MEAS_COND_AXIS_NAME_INTERNAL-47,"DetectorBeamStop"
*MEAS_COND_AXIS_NAME_INTERNAL-48,"DetectorFilter"
*MEAS_COND_AXIS_NAME_INTERNAL-49,"DedicatedHolder"
*MEAS_COND_AXIS_NAME_INTERNAL-5,"TwoThetaOmega"
*MEAS_COND_AXIS_NAME_INTERNAL-50,"Target_TargetTime"
*MEAS_COND_AXIS_NAME_INTERNAL-51,"Target_XrayOnTime"
*MEAS_COND_AXIS_NAME_INTERNAL-52,"Target_TMPTime"
*MEAS_COND_AXIS_NAME_INTERNAL-53,"Target_RPTime"
*MEAS_COND_AXIS_NAME_INTERNAL-54,"Target_FilamentTime"
*MEAS_COND_AXIS_NAME_INTERNAL-55,"Target_IG"
*MEAS_COND_AXIS_NAME_INTERNAL-56,"Target_GP"
*MEAS_COND_AXIS_NAME_INTERNAL-57,"Target_FC"
*MEAS_COND_AXIS_NAME_INTERNAL-58,"HVPS_HVPSTime"
*MEAS_COND_AXIS_NAME_INTERNAL-59,"HVPS_Type1Time"
*MEAS_COND_AXIS_NAME_INTERNAL-6,"OmegaTwoTheta"
*MEAS_COND_AXIS_NAME_INTERNAL-60,"HVPS_Type2Time"
*MEAS_COND_AXIS_NAME_INTERNAL-61,"HVPS_Type3Time"
*MEAS_COND_AXIS_NAME_INTERNAL-62,"CW_IERTime"
*MEAS_COND_AXIS_NAME_INTERNAL-63,"CW_ECTime"
*MEAS_COND_AXIS_NAME_INTERNAL-64,"CW_Flow1"
*MEAS_COND_AXIS_NAME_INTERNAL-65,"CW_Temperature1"
*MEAS_COND_AXIS_NAME_INTERNAL-66,"CW_Pressure1"
*MEAS_COND_AXIS_NAME_INTERNAL-67,"CW_PressureIn"
*MEAS_COND_AXIS_NAME_INTERNAL-68,"CW_PressureOut"
*MEAS_COND_AXIS_NAME_INTERNAL-69,"CW_Flow2"
*MEAS_COND_AXIS_NAME_INTERNAL-7,"TwoThetaChi"
*MEAS_COND_AXIS_NAME_INTERNAL-70,"CW_Temperature2"
*MEAS_COND_AXIS_NAME_INTERNAL-71,"CW_Pressure2"
*MEAS_COND_AXIS_NAME_INTERNAL-72,"RE_EnclosureTemp"
*MEAS_COND_AXIS_NAME_INTERNAL-73,"RE_EnclosureHummidity"
*MEAS_COND_AXIS_NAME_INTERNAL-74,"RE_CabinetTemp"
*MEAS_COND_AXIS_NAME_INTERNAL-75,"RE_RPTemp"
*MEAS_COND_AXIS_NAME_INTERNAL-76,"RE_ShutterAXrayOnTime"
*MEAS_COND_AXIS_NAME_INTERNAL-77,"RE_ShutterATimes"
*MEAS_COND_AXIS_NAME_INTERNAL-78,"RE_ShutterAOpenCloseTime"
*MEAS_COND_AXIS_NAME_INTERNAL-79,"RE_ShutterACloseOpenTime"
*MEAS_COND_AXIS_NAME_INTERNAL-8,"Ts"
*MEAS_COND_AXIS_NAME_INTERNAL-80,"RE_ShutterBXrayOnTime"
*MEAS_COND_AXIS_NAME_INTERNAL-81,"RE_ShutterBTimes"
*MEAS_COND_AXIS_NAME_INTERNAL-82,"RE_ShutterBOpenCloseTime"
*MEAS_COND_AXIS_NAME_INTERNAL-83,"RE_ShutterBCloseOpenTime"
*MEAS_COND_AXIS_NAME_INTERNAL-84,"RE_XrayWarningRamp"
*MEAS_COND_AXIS_NAME_INTERNAL-85,"RE_ShutterAInstallation"
*MEAS_COND_AXIS_NAME_INTERNAL-86,"RE_ShutterARamp"
*MEAS_COND_AXIS_NAME_INTERNAL-87,"RE_ShutterBInstallation"
*MEAS_COND_AXIS_NAME_INTERNAL-88,"RE_ShutterBRamp"
*MEAS_COND_AXIS_NAME_INTERNAL-89,"RE_ExtShutterCLS"
*MEAS_COND_AXIS_NAME_INTERNAL-9,"PrimaryGeometry"
*MEAS_COND_AXIS_NAME_INTERNAL-90,"RE_ExtXrayOFF"
*MEAS_COND_AXIS_NAME_INTERNAL-91,"RE_ExtSafetyCircuit"
*MEAS_COND_AXIS_NAME_INTERNAL-92,"Version_CPU"
*MEAS_COND_AXIS_NAME_INTERNAL-93,"Version_RS1"
*MEAS_COND_AXIS_NAME_INTERNAL-94,"Version_RS2"
*MEAS_COND_AXIS_NAME_INTERNAL-95,"Version_HV"
*MEAS_COND_AXIS_NAME_INTERNAL-96,"Version_CW"
*MEAS_COND_AXIS_NAME_INTERNAL-97,"Version_RT"
*MEAS_COND_AXIS_NAME_INTERNAL-98,"Lens"
*MEAS_COND_AXIS_NAME_INTERNAL-99,"Binning"
*MEAS_COND_AXIS_NAME-0,"ThetaS"
*MEAS_COND_AXIS_NAME-1,"ThetaD"
*MEAS_COND_AXIS_NAME-10,"PrimaryMirrorType"
*MEAS_COND_AXIS_NAME-100,"LED1"
*MEAS_COND_AXIS_NAME-101,"LED2"
*MEAS_COND_AXIS_NAME-102,"DigitalZoom"
*MEAS_COND_AXIS_NAME-103,"IncidentPrimary"
*MEAS_COND_AXIS_NAME-104,"IncidentMonochromator"
*MEAS_COND_AXIS_NAME-105,"ReceivingOptics"
*MEAS_COND_AXIS_NAME-106,"CounterMonochromatorKind"
*MEAS_COND_AXIS_NAME-11,"CBOType"
*MEAS_COND_AXIS_NAME-12,"CBO-M"
*MEAS_COND_AXIS_NAME-13,"CBO"
*MEAS_COND_AXIS_NAME-14,"IncidentMonochromator-OmegaM"
*MEAS_COND_AXIS_NAME-15,"IncidentSollerSlit"
*MEAS_COND_AXIS_NAME-16,"IncidentSlitBox"
*MEAS_COND_AXIS_NAME-17,"IncidentSlitBox-_Axis"
*MEAS_COND_AXIS_NAME-18,"SlitDS"
*MEAS_COND_AXIS_NAME-19,"Zs"
*MEAS_COND_AXIS_NAME-2,"TwoTheta"
*MEAS_COND_AXIS_NAME-20,"IncidentAxdSlit"
*MEAS_COND_AXIS_NAME-21,"LLS"
*MEAS_COND_AXIS_NAME-22,"DHLSlit"
*MEAS_COND_AXIS_NAME-23,"InFilter"
*MEAS_COND_AXIS_NAME-24,"Chi"
*MEAS_COND_AXIS_NAME-25,"Phi"
*MEAS_COND_AXIS_NAME-26,"Z"
*MEAS_COND_AXIS_NAME-27,"Alpha"
*MEAS_COND_AXIS_NAME-28,"Beta"
*MEAS_COND_AXIS_NAME-29,"TwoThetaChiPhi"
*MEAS_COND_AXIS_NAME-3,"Omega"
*MEAS_COND_AXIS_NAME-30,"AlphaI"
*MEAS_COND_AXIS_NAME-31,"BetaI"
*MEAS_COND_AXIS_NAME-32,"TwoThetaB"
*MEAS_COND_AXIS_NAME-33,"X"
*MEAS_COND_AXIS_NAME-34,"Y"
*MEAS_COND_AXIS_NAME-35,"ReceivingSlitBox1"
*MEAS_COND_AXIS_NAME-36,"ReceivingSlitBox1-_Axis"
*MEAS_COND_AXIS_NAME-37,"SlitSS"
*MEAS_COND_AXIS_NAME-38,"Zr"
*MEAS_COND_AXIS_NAME-39,"Filter"
*MEAS_COND_AXIS_NAME-4,"TwoThetaTheta"
*MEAS_COND_AXIS_NAME-40,"PSA"
*MEAS_COND_AXIS_NAME-41,"ReceivingSollerSlit"
*MEAS_COND_AXIS_NAME-42,"ReceivingSlitBox2"
*MEAS_COND_AXIS_NAME-43,"ReceivingSlitBox2-_Axis"
*MEAS_COND_AXIS_NAME-44,"SlitRS"
*MEAS_COND_AXIS_NAME-45,"ModuleSensorType"
*MEAS_COND_AXIS_NAME-46,"PHA"
*MEAS_COND_AXIS_NAME-47,"DetectorBeamStop"
*MEAS_COND_AXIS_NAME-48,"DetectorFilter"
*MEAS_COND_AXIS_NAME-49,"DedicatedHolder"
*MEAS_COND_AXIS_NAME-5,"TwoThetaOmega"
*MEAS_COND_AXIS_NAME-50,"Target_TargetTime"
*MEAS_COND_AXIS_NAME-51,"Target_XrayOnTime"
*MEAS_COND_AXIS_NAME-52,"Target_TMPTime"
*MEAS_COND_AXIS_NAME-53,"Target_RPTime"
*MEAS_COND_AXIS_NAME-54,"Target_FilamentTime"
*MEAS_COND_AXIS_NAME-55,"Target_IG"
*MEAS_COND_AXIS_NAME-56,"Target_GP"
*MEAS_COND_AXIS_NAME-57,"Target_FC"
*MEAS_COND_AXIS_NAME-58,"HVPS_HVPSTime"
*MEAS_COND_AXIS_NAME-59,"HVPS_Type1Time"
*MEAS_COND_AXIS_NAME-6,"OmegaTwoTheta"
*MEAS_COND_AXIS_NAME-60,"HVPS_Type2Time"
*MEAS_COND_AXIS_NAME-61,"HVPS_Type3Time"
*MEAS_COND_AXIS_NAME-62,"CW_IERTime"
*MEAS_COND_AXIS_NAME-63,"CW_ECTime"
*MEAS_COND_AXIS_NAME-64,"CW_Flow1"
*MEAS_COND_AXIS_NAME-65,"CW_Temperature1"
*MEAS_COND_AXIS_NAME-66,"CW_Pressure1"
*MEAS_COND_AXIS_NAME-67,"CW_PressureIn"
*MEAS_COND_AXIS_NAME-68,"CW_PressureOut"
*MEAS_COND_AXIS_NAME-69,"CW_Flow2"
*MEAS_COND_AXIS_NAME-7,"TwoThetaChi"
*MEAS_COND_AXIS_NAME-70,"CW_Temperature2"
*MEAS_COND_AXIS_NAME-71,"CW_Pressure2"
*MEAS_COND_AXIS_NAME-72,"RE_EnclosureTemp"
*MEAS_COND_AXIS_NAME-73,"RE_EnclosureHummidity"
*MEAS_COND_AXIS_NAME-74,"RE_CabinetTemp"
*MEAS_COND_AXIS_NAME-75,"RE_RPTemp"
*MEAS_COND_AXIS_NAME-76,"RE_ShutterAXrayOnTime"
*MEAS_COND_AXIS_NAME-77,"RE_ShutterATimes"
*MEAS_COND_AXIS_NAME-78,"RE_ShutterAOpenCloseTime"
*MEAS_COND_AXIS_NAME-79,"RE_ShutterACloseOpenTime"
*MEAS_COND_AXIS_NAME-8,"Ts"
*MEAS_COND_AXIS_NAME-80,"RE_ShutterBXrayOnTime"
*MEAS_COND_AXIS_NAME-81,"RE_ShutterBTimes"
*MEAS_COND_AXIS_NAME-82,"RE_ShutterBOpenCloseTime"
*MEAS_COND_AXIS_NAME-83,"RE_ShutterBCloseOpenTime"
*MEAS_COND_AXIS_NAME-84,"RE_XrayWarningRamp"
*MEAS_COND_AXIS_NAME-85,"RE_ShutterAInstallation"
*MEAS_COND_AXIS_NAME-86,"RE_ShutterARamp"
*MEAS_COND_AXIS_NAME-87,"RE_ShutterBInstallation"
*MEAS_COND_AXIS_NAME-88,"RE_ShutterBRamp"
*MEAS_COND_AXIS_NAME-89,"RE_ExtShutterCLS"
*MEAS_COND_AXIS_NAME-9,"PrimaryGeometry"
*MEAS_COND_AXIS_NAME-90,"RE_ExtXrayOFF"
*MEAS_COND_AXIS_NAME-91,"RE_ExtSafetyCircuit"
*MEAS_COND_AXIS_NAME-92,"Version_CPU"
*MEAS_COND_AXIS_NAME-93,"Version_RS1"
*MEAS_COND_AXIS_NAME-94,"Version_RS2"
*MEAS_COND_AXIS_NAME-95,"Version_HV"
*MEAS_COND_AXIS_NAME-96,"Version_CW"
*MEAS_COND_AXIS_NAME-97,"Version_RT"
*MEAS_COND_AXIS_NAME-98,"Lens"
*MEAS_COND_AXIS_NAME-99,"Binning"
*MEAS_COND_AXIS_OFFSET-0,"1.1488"
*MEAS_COND_AXIS_OFFSET-1,"-0.1768"
*MEAS_COND_AXIS_OFFSET-10,"0"
*MEAS_COND_AXIS_OFFSET-100,"0"
*MEAS_COND_AXIS_OFFSET-101,"0"
*MEAS_COND_AXIS_OFFSET-102,"0"
*MEAS_COND_AXIS_OFFSET-103,"0"
*MEAS_COND_AXIS_OFFSET-104,"0"
*MEAS_COND_AXIS_OFFSET-105,"0"
*MEAS_COND_AXIS_OFFSET-106,"0"
*MEAS_COND_AXIS_OFFSET-11,"0"
*MEAS_COND_AXIS_OFFSET-12,"0"
*MEAS_COND_AXIS_OFFSET-13,"0"
*MEAS_COND_AXIS_OFFSET-14,"0"
*MEAS_COND_AXIS_OFFSET-15,"0"
*MEAS_COND_AXIS_OFFSET-16,"0"
*MEAS_COND_AXIS_OFFSET-17,"0"
*MEAS_COND_AXIS_OFFSET-18,"0"
*MEAS_COND_AXIS_OFFSET-19,"0"
*MEAS_COND_AXIS_OFFSET-2,"0.972"
*MEAS_COND_AXIS_OFFSET-20,"0"
*MEAS_COND_AXIS_OFFSET-21,"0"
*MEAS_COND_AXIS_OFFSET-22,"0"
*MEAS_COND_AXIS_OFFSET-23,"0"
*MEAS_COND_AXIS_OFFSET-24,"0"
*MEAS_COND_AXIS_OFFSET-25,"0"
*MEAS_COND_AXIS_OFFSET-26,"0"
*MEAS_COND_AXIS_OFFSET-27,"0"
*MEAS_COND_AXIS_OFFSET-28,"0"
*MEAS_COND_AXIS_OFFSET-29,"0"
*MEAS_COND_AXIS_OFFSET-3,"1.1488"
*MEAS_COND_AXIS_OFFSET-30,"0"
*MEAS_COND_AXIS_OFFSET-31,"0"
*MEAS_COND_AXIS_OFFSET-32,"0"
*MEAS_COND_AXIS_OFFSET-33,"0"
*MEAS_COND_AXIS_OFFSET-34,"0"
*MEAS_COND_AXIS_OFFSET-35,"0"
*MEAS_COND_AXIS_OFFSET-36,"0"
*MEAS_COND_AXIS_OFFSET-37,"0"
*MEAS_COND_AXIS_OFFSET-38,"0"
*MEAS_COND_AXIS_OFFSET-39,"0"
*MEAS_COND_AXIS_OFFSET-4,"0"
*MEAS_COND_AXIS_OFFSET-40,"0"
*MEAS_COND_AXIS_OFFSET-41,"0"
*MEAS_COND_AXIS_OFFSET-42,"0"
*MEAS_COND_AXIS_OFFSET-43,"0"
*MEAS_COND_AXIS_OFFSET-44,"0"
*MEAS_COND_AXIS_OFFSET-45,"0"
*MEAS_COND_AXIS_OFFSET-46,"0"
*MEAS_COND_AXIS_OFFSET-47,"0"
*MEAS_COND_AXIS_OFFSET-48,"0"
*MEAS_COND_AXIS_OFFSET-49,"0"
*MEAS_COND_AXIS_OFFSET-5,"0"
*MEAS_COND_AXIS_OFFSET-50,"0"
*MEAS_COND_AXIS_OFFSET-51,"0"
*MEAS_COND_AXIS_OFFSET-52,"0"
*MEAS_COND_AXIS_OFFSET-53,"0"
*MEAS_COND_AXIS_OFFSET-54,"0"
*MEAS_COND_AXIS_OFFSET-55,"0"
*MEAS_COND_AXIS_OFFSET-56,"0"
*MEAS_COND_AXIS_OFFSET-57,"0"
*MEAS_COND_AXIS_OFFSET-58,"0"
*MEAS_COND_AXIS_OFFSET-59,"0"
*MEAS_COND_AXIS_OFFSET-6,"0"
*MEAS_COND_AXIS_OFFSET-60,"0"
*MEAS_COND_AXIS_OFFSET-61,"0"
*MEAS_COND_AXIS_OFFSET-62,"0"
*MEAS_COND_AXIS_OFFSET-63,"0"
*MEAS_COND_AXIS_OFFSET-64,"0"
*MEAS_COND_AXIS_OFFSET-65,"0"
*MEAS_COND_AXIS_OFFSET-66,"0"
*MEAS_COND_AXIS_OFFSET-67,"0"
*MEAS_COND_AXIS_OFFSET-68,"0"
*MEAS_COND_AXIS_OFFSET-69,"0"
*MEAS_COND_AXIS_OFFSET-7,"0"
*MEAS_COND_AXIS_OFFSET-70,"0"
*MEAS_COND_AXIS_OFFSET-71,"0"
*MEAS_COND_AXIS_OFFSET-72,"0"
*MEAS_COND_AXIS_OFFSET-73,"0"
*MEAS_COND_AXIS_OFFSET-74,"0"
*MEAS_COND_AXIS_OFFSET-75,"0"
*MEAS_COND_AXIS_OFFSET-76,"0"
*MEAS_COND_AXIS_OFFSET-77,"0"
*MEAS_COND_AXIS_OFFSET-78,"0"
*MEAS_COND_AXIS_OFFSET-79,"0"
*MEAS_COND_AXIS_OFFSET-8,"0"
*MEAS_COND_AXIS_OFFSET-80,"0"
*MEAS_COND_AXIS_OFFSET-81,"0"
*MEAS_COND_AXIS_OFFSET-82,"0"
*MEAS_COND_AXIS_OFFSET-83,"0"
*MEAS_COND_AXIS_OFFSET-84,"0"
*MEAS_COND_AXIS_OFFSET-85,"0"
*MEAS_COND_AXIS_OFFSET-86,"0"
*MEAS_COND_AXIS_OFFSET-87,"0"
*MEAS_COND_AXIS_OFFSET-88,"0"
*MEAS_COND_AXIS_OFFSET-89,"0"
*MEAS_COND_AXIS_OFFSET-9,"0"
*MEAS_COND_AXIS_OFFSET-90,"0"
*MEAS_COND_AXIS_OFFSET-91,"0"
*MEAS_COND_AXIS_OFFSET-92,"0"
*MEAS_COND_AXIS_OFFSET-93,"0"
*MEAS_COND_AXIS_OFFSET-94,"0"
*MEAS_COND_AXIS_OFFSET-95,"0"
*MEAS_COND_AXIS_OFFSET-96,"0"
*MEAS_COND_AXIS_OFFSET-97,"0"
*MEAS_COND_AXIS_OFFSET-98,"0"
*MEAS_COND_AXIS_OFFSET-99,"0"
*MEAS_COND_AXIS_POSITION-0,"34.9912"
*MEAS_COND_AXIS_POSITION-1,"34.1392"
*MEAS_COND_AXIS_POSITION-10,"None"
*MEAS_COND_AXIS_POSITION-100,""
*MEAS_COND_AXIS_POSITION-101,""
*MEAS_COND_AXIS_POSITION-102,""
*MEAS_COND_AXIS_POSITION-103,"Standard"
*MEAS_COND_AXIS_POSITION-104,"Ge(220)x2"
*MEAS_COND_AXIS_POSITION-105,"PSA_open"
*MEAS_COND_AXIS_POSITION-106,"None"
*MEAS_COND_AXIS_POSITION-11,"Type2"
*MEAS_COND_AXIS_POSITION-12,"0"
*MEAS_COND_AXIS_POSITION-13,"PB"
*MEAS_COND_AXIS_POSITION-14,"0"
*MEAS_COND_AXIS_POSITION-15,"Soller_slit_open_s"
*MEAS_COND_AXIS_POSITION-16,"1.000mm"
*MEAS_COND_AXIS_POSITION-17,"1.000000"
*MEAS_COND_AXIS_POSITION-18,"1.000mm"
*MEAS_COND_AXIS_POSITION-19,"-0.2003125"
*MEAS_COND_AXIS_POSITION-2,"69.1304"
*MEAS_COND_AXIS_POSITION-20,"2mm"
*MEAS_COND_AXIS_POSITION-21,"2mm"
*MEAS_COND_AXIS_POSITION-22,"2mm"
*MEAS_COND_AXIS_POSITION-23,"None"
*MEAS_COND_AXIS_POSITION-24,"-0.205"
*MEAS_COND_AXIS_POSITION-25,"0.000"
*MEAS_COND_AXIS_POSITION-26,"-0.5427"
*MEAS_COND_AXIS_POSITION-27,"90.205"
*MEAS_COND_AXIS_POSITION-28,"0.000"
*MEAS_COND_AXIS_POSITION-29,"0.000"
*MEAS_COND_AXIS_POSITION-3,"34.9912"
*MEAS_COND_AXIS_POSITION-30,"90.00"
*MEAS_COND_AXIS_POSITION-31,"0.000"
*MEAS_COND_AXIS_POSITION-32,"69.1304"
*MEAS_COND_AXIS_POSITION-33,"0.0000"
*MEAS_COND_AXIS_POSITION-34,"0.0000"
*MEAS_COND_AXIS_POSITION-35,"1.000mm"
